AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TFAREA,NNURSERY,NURSERY,ENURSERY,NSOD,SOD,ESOD,NTUNGLAS,TUNGLAS,FTUNGLAS,NTOTGRN,TOTGRN,FTOTGRN,NFLOWER,FLOWER,FFLOWER,NGRNVEG,GRNVEG,FGRNVEG,NGRNOTHR,GRNOTHR,FGRNOTHR,NMUSHRM,MUSHRM,FMUSHRM
Geography,Standard Geographical Classification,Province,Census Agricultural Region,Census Division ,Census Consolidated Subdivision,Geographic Identification,Total number of farms,Total area of nursery products - Farms Reporting,Total area of nursery products - Acres,Total area of nursery products - Hectares,Total area of sod grown for sale - Farms Reporting,Total area of sod grown for sale - Acres,Total area of sod grown for sale - Hectares,Total greenhouse area under glass - Farms Reporting,Total greenhouse area under glass - Sq feet,Total greenhouse area under glass - Sq metres,"Total area of greenhouse in use on May 14, 1996- Farms Reporting","Total area of greenhouse in use on May 14, 1996- Sq feet","Total area of greenhouse in use on May 14, 1996- Sq metres",Greenhouse flowers - Farms Reporting,Greenhouse flowers - Sq feet,Greenhouse flowers - Sq metres,Greenhouse vegetables - Farms Reporting,Greenhouse vegetables - Sq feet,Greenhouse vegetables - Sq metres,Other greenhouse products - Farms Reporting,Other greenhouse products - Sq feet,Other greenhouse products - Sq metres,Total growing area for mushrooms - Farms Reporting,Total growing area for mushrooms - Sq feet,Total growing area for mushrooms - Sq metres
350125030,3525030,35,1,25,30,Flamborough,697,56,"2,698","1,092",3,x,x,71,"2,154,783","200,186",71,"2,149,263","199,673",51,"1,523,305","141,520",17,"409,880","38,079",13,"216,078","20,074",5,"225,000","20,903"
350126000,3526000,35,1,26,0,Niagara Regional Municipality,"2,672",147,"2,766","1,119",3,x,x,253,"13,580,326","1,261,654",253,"13,519,277","1,255,982",198,"10,955,807","1,017,828",62,"2,394,762","222,481",26,"168,708","15,673",2,x,x
350126003,3526003,35,1,26,3,Fort Erie,72,2,x,x,0,0,0,4,"78,356","7,280",4,"78,356","7,280",4,"78,356","7,280",0,0,0,0,0,0,0,0,0
350126011,3526011,35,1,26,11,Port Colborne,83,5,78,32,0,0,0,4,x,x,4,x,x,3,x,x,1,x,x,1,x,x,0,0,0
350126014,3526014,35,1,26,14,Wainfleet,234,6,19,8,0,0,0,17,"428,088","39,771",17,"427,968","39,760",9,x,x,8,"256,032","23,786",1,x,x,0,0,0
350126021,3526021,35,1,26,21,West Lincoln,539,8,28,11,0,0,0,15,"474,496","44,082",15,"463,696","43,079",10,"322,418","29,954",7,x,x,2,x,x,1,x,x
350126028,3526028,35,1,26,28,Pelham,255,28,523,212,2,x,x,31,"1,159,050","107,679",31,"1,157,537","107,539",22,"795,789","73,931",7,"351,582","32,663",5,"10,166",944,1,x,x
350126032,3526032,35,1,26,32,Welland,20,4,28,11,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0
350126037,3526037,35,1,26,37,Thorold,68,5,34,14,0,0,0,9,"348,124","32,342",9,"348,110","32,340",6,"320,000","29,729",1,x,x,3,x,x,0,0,0
350126043,3526043,35,1,26,43,Niagara Falls,94,7,175,71,0,0,0,12,"129,150","11,998",12,"128,400","11,929",11,"123,800","11,501",2,x,x,2,x,x,0,0,0
350126047,3526047,35,1,26,47,Niagara-on-the-Lake,513,31,"1,186",480,0,0,0,51,"3,027,079","281,225",51,"3,014,039","280,013",44,"2,502,492","232,489",7,x,x,4,x,x,0,0,0
350126053,3526053,35,1,26,53,St. Catharines,129,14,399,161,0,0,0,25,"1,951,019","181,256",25,"1,951,018","181,256",21,"1,789,114","166,214",7,"140,475","13,051",3,"21,429","1,991",0,0,0
350126057,3526057,35,1,26,57,Lincoln,524,31,285,115,1,x,x,64,"4,379,917","406,908",64,"4,367,953","405,796",51,"3,574,386","332,071",17,"785,666","72,991",4,"7,901",734,0,0,0
350126065,3526065,35,1,26,65,Grimsby,141,6,x,x,0,0,0,20,"1,490,047","138,430",20,"1,467,200","136,307",16,"1,200,700","111,549",4,"266,500","24,759",0,0,0,0,0,0
350128000,3528000,35,1,28,0,Haldimand-Norfolk Regional Municipality,"2,985",89,745,301,5,428,173,174,"3,531,868","328,121",174,"3,447,793","320,310",106,"1,880,007","174,658",66,"1,317,921","122,439",47,"249,865","23,213",15,"183,105","17,011"
350128002,3528002,35,1,28,2,Dunnville,249,12,108,44,1,x,x,31,"1,288,386","119,695",31,"1,271,789","118,153",23,"1,097,976","102,005",9,x,x,3,x,x,0,0,0
350128015,3528015,35,1,28,15,Haldimand,583,11,x,x,1,x,x,10,x,x,10,x,x,7,x,x,3,x,x,2,x,x,0,0,0
350128033,3528033,35,1,28,33,Nanticoke,736,19,99,40,0,0,0,37,"876,619","81,441",37,"875,285","81,317",20,"331,078","30,758",15,"463,210","43,034",11,"80,997","7,525",7,"93,850","8,719"
350128040,3528040,35,1,28,40,Simcoe,35,1,x,x,2,x,x,2,x,x,2,x,x,1,x,x,2,x,x,0,0,0,1,x,x
350128049,3528049,35,1,28,49,Delhi,660,19,313,127,1,x,x,42,"726,278","67,473",42,"669,640","62,212",29,"300,605","27,927",19,"325,135","30,206",7,"43,900","4,078",3,x,x
350128054,3528054,35,1,28,54,Norfolk,722,27,184,74,0,0,0,52,"387,898","36,037",52,"378,978","35,208",26,"86,408","8,028",18,"172,150","15,993",24,"120,420","11,187",4,"56,805","5,277"
350129000,3529000,35,1,29,0,Brant County,984,23,166,67,2,x,x,47,"1,034,343","96,094",47,"1,022,855","95,026",31,"706,839","65,667",10,"269,334","25,022",11,"46,682","4,337",3,x,x
350129001,3529001,35,1,29,1,Onondaga,115,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
350129004,3529004,35,1,29,4,Brantford,242,10,62,25,1,x,x,20,"522,128","48,507",20,"519,700","48,282",15,"428,784","39,835",4,"66,434","6,172",4,"24,482","2,274",2,x,x
350129009,3529009,35,1,29,9,Oakland,55,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
350129011,3529011,35,1,29,11,Burford,366,8,65,26,0,0,0,20,"409,515","38,045",20,"400,455","37,203",13,x,x,3,"147,900","13,740",6,x,x,1,x,x
350129016,3529016,35,1,29,16,South Dumfries,206,2,x,x,0,0,0,5,x,x,5,x,x,1,x,x,3,"55,000","5,110",1,x,x,0,0,0
350132000,3532000,35,1,32,0,Oxford County,"2,342",31,395,160,2,x,x,55,"911,577","84,688",55,"906,513","84,218",36,"539,990","50,167",21,"298,013","27,686",15,"68,510","6,365",2,x,x
350132002,3532002,35,1,32,2,Norwich,591,10,152,62,0,0,0,30,"520,702","48,375",30,"519,350","48,249",21,"292,900","27,211",11,"208,200","19,342",7,"18,250","1,695",0,0,0
350132012,3532012,35,1,32,12,South-West Oxford,415,5,9,4,1,x,x,5,"65,974","6,129",5,"64,894","6,029",5,"54,694","5,081",2,x,x,1,x,x,1,x,x
350132027,3532027,35,1,32,27,Zorra,592,7,156,63,1,x,x,5,"73,231","6,803",5,"72,231","6,710",3,x,x,1,x,x,2,x,x,1,x,x
350132038,3532038,35,1,32,38,East Zorra-Tavistock,342,3,42,17,0,0,0,3,"35,092","3,260",3,"34,800","3,233",1,x,x,2,x,x,0,0,0,0,0,0
350132045,3532045,35,1,32,45,Blandford-Blenheim,402,6,36,15,0,0,0,12,"216,578","20,121",12,"215,238","19,996",6,"132,540","12,313",5,x,x,5,x,x,0,0,0
350134000,3534000,35,1,34,0,Elgin County,"1,808",41,868,351,2,x,x,66,"931,578","86,546",66,"923,946","85,837",41,"512,676","47,629",24,"269,260","25,015",22,"142,010","13,193",0,0,0
350134001,3534001,35,1,34,1,Bayham,248,11,385,156,0,0,0,15,"138,790","12,894",15,"135,228","12,563",9,"78,658","7,308",2,x,x,6,x,x,0,0,0
350134008,3534008,35,1,34,8,Malahide,315,7,48,19,0,0,0,24,"200,700","18,646",24,"198,060","18,400",13,"59,560","5,533",12,"109,550","10,178",9,"28,950","2,690",0,0,0
350134014,3534014,35,1,34,14,South Dorchester,145,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
350134018,3534018,35,1,34,18,Yarmouth,251,10,98,40,0,0,0,14,"275,778","25,621",14,"274,858","25,535",9,"149,228","13,864",4,"101,080","9,391",4,"24,550","2,281",0,0,0
350134024,3534024,35,1,34,24,Southwold,282,2,x,x,0,0,0,3,"8,160",758,3,"7,850",729,2,x,x,2,x,x,0,0,0,0,0,0
350134029,3534029,35,1,34,29,Dunwich,245,2,x,x,1,x,x,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0
350134040,3534040,35,1,34,40,Aldborough,322,8,x,x,1,x,x,7,"264,320","24,556",7,"264,320","24,556",6,"205,680","19,108",3,x,x,2,x,x,0,0,0
350136000,3536000,35,1,36,0,Kent County,"2,690",27,159,64,1,x,x,53,"1,314,804","122,149",53,"1,272,289","118,200",33,"373,273","34,678",16,"603,656","56,081",20,"295,360","27,440",4,x,x
350136001,3536001,35,1,36,1,Romney,97,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
350136006,3536006,35,1,36,6,Tilbury East,221,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
350136011,3536011,35,1,36,11,Raleigh,308,4,11,4,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x
350136014,3536014,35,1,36,14,Harwich,469,10,49,20,0,0,0,17,"137,271","12,753",17,"132,169","12,279",10,"38,469","3,574",4,"23,400","2,174",9,"70,300","6,531",2,x,x
350136021,3536021,35,1,36,21,Howard,264,2,x,x,0,0,0,4,"18,600","1,728",4,x,x,2,x,x,2,x,x,3,"7,000",650,0,0,0
350136026,3536026,35,1,36,26,Orford,201,1,x,x,0,0,0,3,x,x,3,"9,200",855,3,"9,200",855,0,0,0,0,0,0,0,0,0
350136031,3536031,35,1,36,31,Zone,98,1,x,x,0,0,0,6,"324,410","30,139",6,"296,950","27,588",2,x,x,2,x,x,3,x,x,0,0,0
350136036,3536036,35,1,36,36,Camden,234,2,x,x,0,0,0,5,"41,960","3,898",5,"39,960","3,712",3,x,x,2,x,x,2,x,x,0,0,0
350136041,3536041,35,1,36,41,Chatham,467,6,32,13,1,x,x,10,"109,272","10,152",10,"109,240","10,149",8,"56,240","5,225",3,x,x,2,x,x,1,x,x
350136048,3536048,35,1,36,48,Dover,331,1,x,x,0,0,0,5,"599,190","55,667",5,"591,670","54,968",3,x,x,2,x,x,1,x,x,0,0,0
350137000,3537000,35,1,37,0,Essex County,"2,109",48,506,205,5,623,252,200,"19,222,105","1,785,792",200,"19,125,765","1,776,842",63,"4,739,243","440,290",140,"13,563,681","1,260,107",28,"822,841","76,444",3,"411,240","38,205"
350137004,3537004,35,1,37,4,Mersea,444,13,143,58,0,0,0,127,"14,437,272","1,341,266",127,"14,377,995","1,335,759",28,"3,427,548","318,430",95,"10,324,762","959,202",17,"625,685","58,128",1,x,x
350137009,3537009,35,1,37,9,Gosfield South,237,10,90,36,1,x,x,44,"4,361,973","405,241",44,"4,346,973","403,847",15,x,x,32,"3,067,951","285,022",2,x,x,1,x,x
350137014,3537014,35,1,37,14,Gosfield North,198,4,11,4,0,0,0,5,"164,174","15,252",5,"164,174","15,252",2,x,x,3,x,x,0,0,0,0,0,0
350137018,3537018,35,1,37,18,Colchester North,133,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350137021,3537021,35,1,37,21,Colchester South,173,4,155,63,0,0,0,7,"41,850","3,888",7,"41,800","3,883",3,x,x,4,"17,500","1,626",2,x,x,0,0,0
350137026,3537026,35,1,37,26,Malden,92,2,x,x,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0
350137031,3537031,35,1,37,31,Anderdon,89,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
350137034,3537034,35,1,37,34,LaSalle,68,4,x,x,0,0,0,7,"94,130","8,745",7,"82,218","7,638",7,x,x,1,x,x,2,x,x,0,0,0
350137046,3537046,35,1,37,46,Sandwich South,105,3,x,x,0,0,0,2,x,x,2,x,x,1,x,x,0,0,0,2,x,x,0,0,0
350137051,3537051,35,1,37,51,Maidstone,170,1,x,x,0,0,0,3,"43,166","4,010",3,"43,165","4,010",3,"21,747","2,020",3,x,x,1,x,x,0,0,0
350137058,3537058,35,1,37,58,Rochester,161,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350137062,3537062,35,1,37,62,Tilbury West,89,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
350137066,3537066,35,1,37,66,Tilbury North,150,1,x,x,1,x,x,2,x,x,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0
350138000,3538000,35,1,38,0,Lambton County,"2,622",12,162,66,3,168,68,24,"384,494","35,721",24,"383,594","35,637",20,"273,392","25,399",6,"22,490","2,089",6,"87,712","8,149",1,x,x
350138001,3538001,35,1,38,1,Sombra,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350138006,3538006,35,1,38,6,Dawn,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350138009,3538009,35,1,38,9,Euphemia,115,0,0,0,0,0,0,2,x,x,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0
350138012,3538012,35,1,38,12,Brooke,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350138016,3538016,35,1,38,16,Enniskillen,361,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350138023,3538023,35,1,38,23,Moore,308,0,0,0,1,x,x,3,x,x,3,x,x,3,x,x,1,x,x,0,0,0,0,0,0
350138030,3538030,35,1,38,30,Sarnia,116,3,x,x,2,x,x,6,"143,700","13,350",6,"143,500","13,332",4,"120,900","11,232",1,x,x,2,x,x,0,0,0
350138034,3538034,35,1,38,34,Plympton,367,2,x,x,0,0,0,7,"51,816","4,814",7,"51,576","4,792",7,"38,732","3,598",2,x,x,3,x,x,0,0,0
350138041,3538041,35,1,38,41,Warwick,298,2,x,x,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,1,x,x
350138046,3538046,35,1,38,46,Bosanquet,259,4,22,9,0,0,0,4,"46,750","4,343",4,"46,750","4,343",3,x,x,1,x,x,0,0,0,0,0,0
350139000,3539000,35,1,39,0,Middlesex County,"2,987",74,605,245,10,"1,270",514,64,"2,111,006","196,119",64,"2,098,988","195,002",45,"1,697,276","157,682",15,"95,738","8,894",13,"305,974","28,426",2,x,x
350139001,3539001,35,1,39,1,Mosa,143,3,7,3,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
350139006,3539006,35,1,39,6,Ekfrid,219,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
350139011,3539011,35,1,39,11,Metcalfe,122,2,x,x,0,0,0,2,x,x,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0
350139014,3539014,35,1,39,14,Caradoc,306,12,194,79,2,x,x,14,"741,356","68,874",14,"741,176","68,858",8,"387,432","35,994",2,x,x,4,x,x,0,0,0
350139019,3539019,35,1,39,19,Delaware,101,7,55,22,3,274,111,4,x,x,4,x,x,3,x,x,0,0,0,1,x,x,1,x,x
350139026,3539026,35,1,39,26,North Dorchester,234,10,33,13,2,x,x,11,"337,444","31,350",11,"327,444","30,421",9,"305,146","28,349",4,x,x,2,x,x,1,x,x
350139031,3539031,35,1,39,31,West Nissouri,256,4,4,2,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0
350139034,3539034,35,1,39,34,London,318,10,134,54,1,x,x,6,"51,650","4,798",6,"51,150","4,752",3,"43,500","4,041",2,x,x,2,x,x,0,0,0
350139036,3539036,35,1,39,36,London,207,10,43,17,0,0,0,9,"124,170","11,536",9,"124,170","11,536",7,x,x,1,x,x,1,x,x,0,0,0
350139039,3539039,35,1,39,39,Lobo,229,2,x,x,0,0,0,3,x,x,3,x,x,2,x,x,1,x,x,0,0,0,0,0,0
350139042,3539042,35,1,39,42,East Williams,120,2,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
350139046,3539046,35,1,39,46,Adelaide,188,6,70,28,0,0,0,3,x,x,3,x,x,3,x,x,0,0,0,0,0,0,0,0,0
350139049,3539049,35,1,39,49,West Williams,124,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0
350139054,3539054,35,1,39,54,McGillivray,236,1,x,x,0,0,0,3,"11,420","1,061",3,"11,420","1,061",3,"11,420","1,061",0,0,0,0,0,0,0,0,0
350139058,3539058,35,1,39,58,Biddulph,184,3,15,6,0,0,0,3,"10,300",957,3,"10,300",957,2,x,x,2,x,x,0,0,0,0,0,0
350200000,3500000,35,2,0,0,Western Ontario Region - RÇgion de l'Ouest de l'Ontario,"21,305",436,"7,930","3,209",29,"5,878","2,379",372,"6,655,967","618,360",372,"6,523,291","606,034",283,"4,536,387","421,444",132,"1,602,620","148,888",82,"384,284","35,701",14,"1,052,088","97,742"
350221000,3521000,35,2,21,0,Peel Regional Municipality,689,49,539,218,0,0,0,40,"893,542","83,013",40,"891,403","82,814",35,"750,552","69,729",9,"103,061","9,575",8,"37,790","3,511",0,0,0
350221005,3521005,35,2,21,5,Mississauga,61,8,26,11,0,0,0,10,"240,640","22,356",10,"240,640","22,356",8,"234,000","21,739",1,x,x,2,x,x,0,0,0
350221010,3521010,35,2,21,10,Brampton,138,9,165,67,0,0,0,16,"551,977","51,280",16,"551,977","51,280",14,"426,977","39,667",3,x,x,2,x,x,0,0,0
350221024,3521024,35,2,21,24,Caledon,490,32,348,141,0,0,0,14,"100,925","9,376",14,"98,786","9,178",13,"89,575","8,322",5,"3,061",284,4,"6,150",571,0,0,0
350222000,3522000,35,2,22,0,Dufferin County,"1,039",30,610,247,2,x,x,8,"75,586","7,022",8,"75,286","6,994",7,"61,697","5,732",2,x,x,2,x,x,0,0,0
350222001,3522001,35,2,22,1,East Garafraxa,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350222008,3522008,35,2,22,8,Amaranth,219,2,x,x,1,x,x,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0
350222010,3522010,35,2,22,10,East Luther-Grand Valley,115,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350222012,3522012,35,2,22,12,Mono,218,18,446,180,0,0,0,3,"11,918","1,107",3,"11,918","1,107",2,x,x,0,0,0,1,x,x,0,0,0
350222016,3522016,35,2,22,16,Mulmur,165,8,121,49,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
350222019,3522019,35,2,22,19,Melancthon,195,1,x,x,1,x,x,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0
350223000,3523000,35,2,23,0,Wellington County,"2,810",55,260,105,3,36,15,53,"373,904","34,737",53,"366,580","34,056",41,"302,307","28,085",18,"41,197","3,827",14,"23,076","2,144",1,x,x
350223001,3523001,35,2,23,1,Puslinch,179,5,7,3,0,0,0,6,"81,280","7,551",6,"81,280","7,551",3,"54,280","5,043",1,x,x,4,x,x,0,0,0
350223006,3523006,35,2,23,6,Guelph,116,3,8,3,0,0,0,6,"78,182","7,263",6,"76,182","7,078",5,x,x,2,x,x,2,x,x,0,0,0
350223011,3523011,35,2,23,11,Eramosa,211,6,20,8,0,0,0,7,"57,285","5,322",7,"57,285","5,322",6,"56,385","5,238",1,x,x,2,x,x,1,x,x
350223016,3523016,35,2,23,16,Erin,276,9,45,18,0,0,0,5,"19,815","1,841",5,"14,509","1,348",4,x,x,0,0,0,2,x,x,0,0,0
350223021,3523021,35,2,23,21,West Garafraxa,185,7,32,13,1,x,x,5,"25,360","2,356",5,"25,342","2,354",4,x,x,1,x,x,0,0,0,0,0,0
350223024,3523024,35,2,23,24,Nichol,131,5,62,25,0,0,0,4,"37,160","3,452",4,"37,160","3,452",2,x,x,1,x,x,1,x,x,0,0,0
350223029,3523029,35,2,23,29,Pilkington,141,4,13,5,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
350223032,3523032,35,2,23,32,Peel,492,7,9,4,1,x,x,9,"9,203",855,9,"9,203",855,9,"3,498",325,6,x,x,2,x,x,0,0,0
350223036,3523036,35,2,23,36,Maryborough,304,2,x,x,0,0,0,4,"2,052",191,4,"2,052",191,3,x,x,2,x,x,0,0,0,0,0,0
350223041,3523041,35,2,23,41,Minto,313,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
350223048,3523048,35,2,23,48,Arthur,308,5,46,19,1,x,x,5,x,x,5,x,x,4,x,x,3,375,35,1,x,x,0,0,0
350223054,3523054,35,2,23,54,West Luther,154,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350224000,3524000,35,2,24,0,Halton Regional Municipality,720,67,"2,504","1,013",2,x,x,56,"2,266,990","210,610",56,"2,229,501","207,127",39,"1,472,151","136,767",13,"675,460","62,752",15,"81,890","7,608",1,x,x
350224001,3524001,35,2,24,1,Oakville,42,6,x,x,0,0,0,5,x,x,5,x,x,2,x,x,0,0,0,3,360,33,0,0,0
350224002,3524002,35,2,24,2,Burlington,113,15,95,38,0,0,0,10,"993,556","92,304",10,"991,556","92,119",7,x,x,5,x,x,1,x,x,0,0,0
350224009,3524009,35,2,24,9,Milton,309,35,"1,177",476,0,0,0,25,"901,528","83,755",25,"873,149","81,118",17,"736,229","68,398",7,x,x,8,x,x,0,0,0
350224015,3524015,35,2,24,15,Halton Hills,256,11,x,x,2,x,x,16,x,x,16,x,x,13,"207,936","19,318",1,x,x,3,x,x,1,x,x
350230000,3530000,35,2,30,0,Waterloo Regional Municipality,"1,590",37,216,87,4,x,x,39,"514,760","47,823",39,"513,715","47,726",33,"378,960","35,207",18,"32,258","2,997",7,"102,497","9,522",2,x,x
350230004,3530004,35,2,30,4,North Dumfries,134,7,42,17,0,0,0,4,"28,768","2,673",4,x,x,2,x,x,2,x,x,1,x,x,0,0,0
350230010,3530010,35,2,30,10,Cambridge,42,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350230013,3530013,35,2,30,13,Kitchener,43,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
350230020,3530020,35,2,30,20,Wilmot,307,7,12,5,1,x,x,4,"86,550","8,041",4,"86,550","8,041",4,"86,550","8,041",0,0,0,0,0,0,2,x,x
350230027,3530027,35,2,30,27,Wellesley,522,4,4,2,0,0,0,14,x,x,14,"13,150","1,222",13,x,x,10,741,69,3,x,x,0,0,0
350230035,3530035,35,2,30,35,Woolwich,542,15,150,61,2,x,x,16,"370,139","34,387",16,"369,287","34,308",13,"262,585","24,395",6,x,x,3,x,x,0,0,0
350231000,3531000,35,2,31,0,Perth County,"2,832",22,156,63,0,0,0,17,"197,038","18,305",17,"194,110","18,033",14,x,x,5,x,x,3,x,x,0,0,0
350231001,3531001,35,2,31,1,South Easthope,146,2,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0
350231006,3531006,35,2,31,6,North Easthope,243,3,24,10,0,0,0,4,"25,788","2,396",4,"24,160","2,245",2,x,x,2,x,x,1,x,x,0,0,0
350231009,3531009,35,2,31,9,Downie,229,1,x,x,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0
350231014,3531014,35,2,31,14,Blanshard,230,3,22,9,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
350231018,3531018,35,2,31,18,Fullarton,200,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350231021,3531021,35,2,31,21,Hibbert,163,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350231024,3531024,35,2,31,24,Logan,300,2,x,x,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0
350231028,3531028,35,2,31,28,Ellice,311,3,3,1,0,0,0,3,x,x,3,x,x,3,x,x,1,x,x,0,0,0,0,0,0
350231032,3531032,35,2,31,32,Mornington,360,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350231036,3531036,35,2,31,36,Elma,361,2,x,x,0,0,0,3,x,x,3,x,x,2,x,x,2,x,x,1,x,x,0,0,0
350231041,3531041,35,2,31,41,Wallace,289,3,4,2,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
350240000,3540000,35,2,40,0,Huron County,"3,150",25,208,84,1,x,x,23,"234,974","21,830",23,"227,590","21,144",15,"167,838","15,593",11,x,x,4,x,x,0,0,0
350240001,3540001,35,2,40,1,Usborne,172,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350240004,3540004,35,2,40,4,Stephen,213,0,0,0,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0
350240009,3540009,35,2,40,9,Hay,165,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350240016,3540016,35,2,40,16,Tuckersmith,173,2,x,x,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0
350240019,3540019,35,2,40,19,Stanley,155,2,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
350240024,3540024,35,2,40,24,Goderich,200,6,127,51,0,0,0,4,"48,750","4,529",4,"47,250","4,390",2,x,x,2,x,x,2,x,x,0,0,0
350240031,3540031,35,2,40,31,Colborne,125,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350240034,3540034,35,2,40,34,Hullett,238,4,12,5,0,0,0,3,"15,000","1,394",3,"15,000","1,394",3,x,x,1,x,x,0,0,0,0,0,0
350240038,3540038,35,2,40,38,McKillop,236,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0
350240042,3540042,35,2,40,42,Grey,250,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
350240046,3540046,35,2,40,46,Howick,314,1,x,x,0,0,0,4,x,x,4,x,x,1,x,x,4,x,x,0,0,0,0,0,0
350240049,3540049,35,2,40,49,Turnberry,153,2,x,x,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0
350240054,3540054,35,2,40,54,Morris,224,2,x,x,0,0,0,3,"7,096",659,3,"7,096",659,2,x,x,1,x,x,0,0,0,0,0,0
350240058,3540058,35,2,40,58,East Wawanosh,163,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350240061,3540061,35,2,40,61,West Wawanosh,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350240064,3540064,35,2,40,64,Ashfield,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350241000,3541000,35,2,41,0,Bruce County,"2,568",17,59,24,2,x,x,24,"458,000","42,550",24,"441,344","41,002",19,x,x,6,x,x,5,x,x,1,x,x
