AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TFAREA,NNURSERY,NURSERY,ENURSERY,NSOD,SOD,ESOD,NTUNGLAS,TUNGLAS,FTUNGLAS,NTOTGRN,TOTGRN,FTOTGRN,NFLOWER,FLOWER,FFLOWER,NGRNVEG,GRNVEG,FGRNVEG,NGRNOTHR,GRNOTHR,FGRNOTHR,NMUSHRM,MUSHRM,FMUSHRM
Geography,Standard Geographical Classification,Province,Census Agricultural Region,Census Division ,Census Consolidated Subdivision,Geographic Identification,Total number of farms,Total area of nursery products - Farms Reporting,Total area of nursery products - Acres,Total area of nursery products - Hectares,Total area of sod grown for sale - Farms Reporting,Total area of sod grown for sale - Acres,Total area of sod grown for sale - Hectares,Total greenhouse area under glass - Farms Reporting,Total greenhouse area under glass - Sq feet,Total greenhouse area under glass - Sq metres,"Total area of greenhouse in use on May 14, 1996- Farms Reporting","Total area of greenhouse in use on May 14, 1996- Sq feet","Total area of greenhouse in use on May 14, 1996- Sq metres",Greenhouse flowers - Farms Reporting,Greenhouse flowers - Sq feet,Greenhouse flowers - Sq metres,Greenhouse vegetables - Farms Reporting,Greenhouse vegetables - Sq feet,Greenhouse vegetables - Sq metres,Other greenhouse products - Farms Reporting,Other greenhouse products - Sq feet,Other greenhouse products - Sq metres,Total growing area for mushrooms - Farms Reporting,Total growing area for mushrooms - Sq feet,Total growing area for mushrooms - Sq metres
350241001,3541001,35,2,41,1,Carrick,309,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
350241006,3541006,35,2,41,6,Culross,231,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0
350241011,3541011,35,2,41,11,Kinloss,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350241019,3541019,35,2,41,19,Huron,194,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
350241021,3541021,35,2,41,21,Kincardine,245,3,12,5,1,x,x,4,"15,912","1,478",4,"15,696","1,458",3,x,x,1,x,x,2,x,x,0,0,0
350241026,3541026,35,2,41,26,Bruce,159,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
350241031,3541031,35,2,41,31,Greenock,200,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350241034,3541034,35,2,41,34,Brant,304,2,x,x,0,0,0,3,"11,150","1,036",3,"11,150","1,036",3,x,x,1,x,x,0,0,0,1,x,x
350241038,3541038,35,2,41,38,Elderslie,182,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
350241044,3541044,35,2,41,44,Saugeen,121,4,16,6,0,0,0,4,x,x,4,x,x,3,"1,490",138,2,x,x,1,x,x,0,0,0
350241049,3541049,35,2,41,49,Arran,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350241054,3541054,35,2,41,54,Amabel,106,2,x,x,1,x,x,3,x,x,3,x,x,2,x,x,1,x,x,1,x,x,0,0,0
350241059,3541059,35,2,41,59,Albemarle,56,2,x,x,0,0,0,3,"9,800",910,3,"8,600",799,2,x,x,0,0,0,1,x,x,0,0,0
350241062,3541062,35,2,41,62,Eastnor,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350241066,3541066,35,2,41,66,Lindsay,29,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
350242000,3542000,35,2,42,0,Grey County,"3,134",40,606,245,2,x,x,37,"258,343","24,001",37,"218,135","20,265",31,"186,564","17,332",18,"18,327","1,703",10,"13,244","1,230",2,x,x
350242001,3542001,35,2,42,1,Normanby,304,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
350242006,3542006,35,2,42,6,Egremont,292,2,x,x,0,0,0,3,"2,280",212,3,"2,280",212,3,x,x,3,606,56,1,x,x,0,0,0
350242009,3542009,35,2,42,9,Proton,206,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350242014,3542014,35,2,42,14,Osprey,201,3,47,19,0,0,0,2,x,x,2,x,x,0,0,0,1,x,x,2,x,x,0,0,0
350242018,3542018,35,2,42,18,Artemesia,175,0,0,0,0,0,0,3,"2,824",262,3,"2,824",262,3,x,x,2,x,x,2,x,x,0,0,0
350242022,3542022,35,2,42,22,Glenelg,140,5,143,58,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0
350242028,3542028,35,2,42,28,Bentinck,285,4,36,15,2,x,x,5,"14,525","1,349",5,"14,495","1,347",2,x,x,4,"13,527","1,257",1,x,x,0,0,0
350242032,3542032,35,2,42,32,Sullivan,271,10,78,32,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,1,x,x
350242036,3542036,35,2,42,36,Holland,164,3,21,8,0,0,0,4,"12,540","1,165",4,"12,540","1,165",3,x,x,2,x,x,1,x,x,0,0,0
350242039,3542039,35,2,42,39,Euphrasia,192,1,x,x,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0
350242042,3542042,35,2,42,42,Collingwood,189,3,x,x,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0
350242048,3542048,35,2,42,48,St. Vincent,181,1,x,x,0,0,0,4,"17,500","1,626",4,"17,500","1,626",4,x,x,2,x,x,0,0,0,0,0,0
350242051,3542051,35,2,42,51,Sydenham,200,2,x,x,0,0,0,3,"3,498",325,3,"3,458",321,3,x,x,2,x,x,1,x,x,0,0,0
350242054,3542054,35,2,42,54,Derby,144,3,41,17,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0
350242062,3542062,35,2,42,62,Keppel,190,1,x,x,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,1,x,x,1,x,x
350243000,3543000,35,2,43,0,Simcoe County,"2,773",94,"2,772","1,122",13,"3,467","1,403",75,"1,382,830","128,469",75,"1,365,627","126,871",49,"1,010,270","93,857",32,"278,719","25,894",14,"76,638","7,120",7,x,x
350243003,3543003,35,2,43,3,Adjala-Tosorontio,231,12,"1,371",555,0,0,0,4,"46,400","4,311",4,"37,400","3,475",3,x,x,1,x,x,0,0,0,1,x,x
350243005,3543005,35,2,43,5,Clearview,430,15,162,66,0,0,0,10,"53,368","4,958",10,"52,960","4,920",7,"36,960","3,434",5,x,x,2,x,x,1,x,x
350243007,3543007,35,2,43,7,New Tecumseth,177,4,73,30,3,"1,873",758,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x
350243009,3543009,35,2,43,9,Springwater,339,11,47,19,0,0,0,10,"514,612","47,809",10,"514,612","47,809",8,x,x,2,x,x,2,x,x,1,x,x
350243014,3543014,35,2,43,14,Bradford West Gwillimbury,202,7,570,231,0,0,0,26,"437,543","40,649",26,"435,815","40,489",12,"250,600","23,282",12,"144,415","13,417",6,"40,800","3,790",0,0,0
350243015,3543015,35,2,43,15,Severn,187,6,56,23,1,x,x,3,x,x,3,x,x,3,x,x,1,x,x,0,0,0,0,0,0
350243017,3543017,35,2,43,17,Innisfil,180,11,181,73,2,x,x,5,"67,994","6,317",5,"67,994","6,317",3,x,x,2,x,x,0,0,0,0,0,0
350243019,3543019,35,2,43,19,Ramara,191,1,x,x,1,x,x,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,1,x,x
350243021,3543021,35,2,43,21,Essa,188,7,55,22,3,"1,110",449,5,"19,608","1,822",5,"19,458","1,808",3,x,x,3,x,x,2,x,x,0,0,0
350243023,3543023,35,2,43,23,Oro-Medonte,389,8,182,74,2,x,x,4,"36,217","3,365",4,"35,300","3,279",3,x,x,1,x,x,0,0,0,1,x,x
350243068,3543068,35,2,43,68,Tiny,167,10,x,x,1,x,x,3,x,x,3,x,x,2,x,x,3,x,x,1,x,x,0,0,0
350243071,3543071,35,2,43,71,Tay,92,2,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x
350300000,3500000,35,3,0,0,Central Ontario Region - RÇgion du Centre de l'Ontario,"10,400",325,"4,982","2,016",42,"6,686","2,706",310,"4,188,621","389,136",310,"4,087,904","379,779",253,"3,149,566","292,604",106,"727,361","67,574",53,"210,977","19,600",16,"722,508","67,123"
350312000,3512000,35,3,12,0,Hastings County,"1,353",41,234,95,1,x,x,23,"32,887","3,055",23,"30,994","2,879",22,"26,518","2,464",8,"2,680",249,5,"1,796",167,0,0,0
350312001,3512001,35,3,12,1,Tyendinaga,181,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
350312006,3512006,35,3,12,6,Thurlow,150,3,22,9,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
350312011,3512011,35,3,12,11,Sidney,202,14,33,13,1,x,x,4,"5,414",503,4,"4,414",410,4,x,x,2,x,x,1,x,x,0,0,0
350312019,3512019,35,3,12,19,Rawdon,193,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
350312024,3512024,35,3,12,24,Huntingdon,122,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0
350312028,3512028,35,3,12,28,Hungerford,153,5,45,18,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0
350312032,3512032,35,3,12,32,Elzevir and Grimsthorpe,23,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
350312036,3512036,35,3,12,36,Madoc,114,4,43,17,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0
350312041,3512041,35,3,12,41,Marmora and Lake,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350312064,3512064,35,3,12,64,Dungannon,18,3,12,5,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,1,x,x,0,0,0
350312068,3512068,35,3,12,68,Mayo,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350312071,3512071,35,3,12,71,Carlow,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350312074,3512074,35,3,12,74,Monteagle,35,3,17,7,0,0,0,2,x,x,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0
350312078,3512078,35,3,12,78,Herschel,30,3,4,2,0,0,0,3,x,x,3,x,x,3,x,x,2,x,x,0,0,0,0,0,0
350312091,3512091,35,3,12,91,"Bangor, Wicklow and McClure",24,2,x,x,0,0,0,3,"3,923",364,3,"3,060",284,3,x,x,1,x,x,1,x,x,0,0,0
350313000,3513000,35,3,13,0,Prince Edward County,618,16,119,48,0,0,0,22,"148,208","13,769",22,"126,979","11,797",17,"95,984","8,917",12,"21,535","2,001",5,"9,460",879,1,x,x
350313001,3513001,35,3,13,1,North Marysburgh,43,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350313004,3513004,35,3,13,4,South Marysburgh,51,2,x,x,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0
350313008,3513008,35,3,13,8,Athol,55,1,x,x,0,0,0,2,x,x,2,x,x,1,x,x,2,x,x,0,0,0,0,0,0
350313011,3513011,35,3,13,11,Hallowell,134,6,17,7,0,0,0,7,"29,734","2,762",7,"29,694","2,759",6,"16,434","1,527",3,x,x,1,x,x,1,x,x
350313018,3513018,35,3,13,18,Sophiasburgh,109,2,x,x,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0
350313022,3513022,35,3,13,22,Hillier,85,2,x,x,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0
350313028,3513028,35,3,13,28,Ameliasburgh,141,2,x,x,0,0,0,7,"91,760","8,525",7,"70,760","6,574",5,"59,550","5,532",4,x,x,2,x,x,0,0,0
350314000,3514000,35,3,14,0,Northumberland County,"1,366",28,"1,069",433,7,x,x,30,"272,002","25,270",30,"270,802","25,158",25,"187,873","17,454",14,"67,680","6,288",8,"15,249","1,417",1,x,x
350314001,3514001,35,3,14,1,Murray,152,4,21,8,2,x,x,4,"11,950","1,110",4,"11,950","1,110",2,x,x,1,x,x,4,x,x,1,x,x
350314006,3514006,35,3,14,6,Brighton,129,4,8,3,1,x,x,4,"47,520","4,415",4,"47,520","4,415",4,x,x,2,x,x,0,0,0,0,0,0
350314011,3514011,35,3,14,11,Cramahe,113,4,55,22,0,0,0,3,x,x,3,x,x,2,x,x,3,x,x,0,0,0,0,0,0
350314016,3514016,35,3,14,16,Haldimand,186,4,x,x,1,x,x,7,"86,492","8,035",7,"85,292","7,924",5,x,x,3,x,x,2,x,x,0,0,0
350314019,3514019,35,3,14,19,Hamilton,183,4,18,7,0,0,0,3,"76,000","7,061",3,"76,000","7,061",3,x,x,1,x,x,1,x,x,0,0,0
350314023,3514023,35,3,14,23,Hope,200,5,x,x,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0
350314026,3514026,35,3,14,26,Alnwick,45,1,x,x,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0
350314029,3514029,35,3,14,29,Percy,126,2,x,x,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0
350314034,3514034,35,3,14,34,Seymour,232,0,0,0,3,206,83,3,x,x,3,x,x,3,x,x,2,x,x,0,0,0,0,0,0
350315000,3515000,35,3,15,0,Peterborough County,"1,369",21,249,101,2,x,x,20,"203,230","18,881",20,"198,126","18,407",18,"160,816","14,940",8,"34,460","3,201",4,"2,850",265,2,x,x
350315001,3515001,35,3,15,1,Asphodel,155,1,x,x,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0
350315006,3515006,35,3,15,6,Otonabee,242,3,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
350315007,3515007,35,3,15,7,South Monaghan,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350315009,3515009,35,3,15,9,Cavan,203,5,29,12,1,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0
350315011,3515011,35,3,15,11,North Monaghan,36,0,0,0,1,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0
350315016,3515016,35,3,15,16,Ennismore,64,2,x,x,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0
350315018,3515018,35,3,15,18,Smith,155,3,4,2,0,0,0,4,"115,620","10,741",4,"115,620","10,741",4,x,x,1,x,x,1,x,x,1,x,x
350315022,3515022,35,3,15,22,Douro,147,2,x,x,0,0,0,2,x,x,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0
350315026,3515026,35,3,15,26,Dummer,134,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
350315031,3515031,35,3,15,31,Belmont and Methuen,84,2,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x
350315038,3515038,35,3,15,38,Burleigh and Anstruther,33,1,x,x,0,0,0,2,x,x,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0
350315042,3515042,35,3,15,42,Harvey,44,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
350316000,3516000,35,3,16,0,Victoria County,"1,710",29,378,153,0,0,0,26,"183,172","17,017",26,"182,202","16,927",20,"141,602","13,155",10,"28,700","2,666",3,"11,900","1,106",0,0,0
350316001,3516001,35,3,16,1,Emily,231,1,x,x,0,0,0,4,x,x,4,x,x,3,"1,552",144,3,x,x,0,0,0,0,0,0
350316006,3516006,35,3,16,6,Ops,221,3,24,10,0,0,0,3,x,x,3,x,x,3,x,x,1,x,x,0,0,0,0,0,0
350316008,3516008,35,3,16,8,Manvers,205,8,78,32,0,0,0,7,"72,000","6,689",7,"71,500","6,643",4,"59,600","5,537",1,x,x,2,x,x,0,0,0
350316011,3516011,35,3,16,11,Mariposa,342,6,105,42,0,0,0,3,x,x,3,x,x,2,x,x,1,x,x,0,0,0,0,0,0
350316016,3516016,35,3,16,16,Eldon,171,4,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
350316021,3516021,35,3,16,21,Fenelon,197,3,8,3,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
350316026,3516026,35,3,16,26,Verulam,167,2,x,x,0,0,0,4,"30,700","2,852",4,"30,700","2,852",4,x,x,2,x,x,1,x,x,0,0,0
350316031,3516031,35,3,16,31,Somerville,68,2,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
350316034,3516034,35,3,16,34,Bexley,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350316036,3516036,35,3,16,36,Carden,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350316039,3516039,35,3,16,39,Dalton,17,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
350316042,3516042,35,3,16,42,"Laxton, Digby and Longford",25,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
350318000,3518000,35,3,18,0,Durham Regional Municipality,"2,001",84,"1,785",722,8,"1,058",428,66,"887,042","82,409",66,"874,115","81,208",51,"772,904","71,805",17,"84,240","7,826",15,"16,971","1,577",3,x,x
350318001,3518001,35,3,18,1,Pickering,111,8,387,157,1,x,x,3,x,x,3,x,x,3,x,x,0,0,0,1,x,x,1,x,x
350318005,3518005,35,3,18,5,Ajax,28,1,x,x,1,x,x,4,x,x,4,x,x,2,x,x,1,x,x,1,x,x,0,0,0
350318009,3518009,35,3,18,9,Whitby,88,6,131,53,0,0,0,8,"162,300","15,078",8,"160,700","14,930",6,"154,500","14,354",2,x,x,2,x,x,0,0,0
350318013,3518013,35,3,18,13,Oshawa,70,2,x,x,0,0,0,4,"57,250","5,319",4,"57,250","5,319",4,x,x,1,x,x,1,x,x,0,0,0
350318017,3518017,35,3,18,17,Clarington,529,28,627,254,3,388,157,20,"350,468","32,560",20,"350,268","32,541",13,"285,848","26,556",7,"56,200","5,221",4,"8,220",764,1,x,x
350318020,3518020,35,3,18,20,Scugog,445,14,95,38,1,x,x,6,"36,964","3,434",6,"36,964","3,434",5,"31,144","2,893",3,x,x,2,x,x,0,0,0
350318029,3518029,35,3,18,29,Uxbridge,363,18,395,160,1,x,x,12,"102,414","9,515",12,"102,369","9,510",11,"92,782","8,620",2,x,x,3,x,x,1,x,x
350318039,3518039,35,3,18,39,Brock,367,7,105,42,1,x,x,9,"39,724","3,690",9,"39,644","3,683",7,x,x,1,x,x,1,x,x,0,0,0
350319000,3519000,35,3,19,0,York Regional Municipality,"1,211",82,"1,063",430,24,"4,909","1,987",84,"2,344,490","217,810",84,"2,287,340","212,501",66,"1,673,052","155,432",26,"462,847","43,000",9,"151,441","14,069",9,"244,028","22,671"
350319028,3519028,35,3,19,28,Vaughan,139,10,91,37,1,x,x,17,"764,400","71,015",17,"750,876","69,759",15,"707,824","65,759",5,x,x,1,x,x,3,x,x
350319036,3519036,35,3,19,36,Markham,107,10,85,34,3,x,x,13,x,x,13,x,x,11,"51,855","4,817",2,x,x,1,x,x,0,0,0
350319038,3519038,35,3,19,38,Richmond Hill,34,4,x,x,1,x,x,3,"204,000","18,952",3,"204,000","18,952",3,"204,000","18,952",0,0,0,0,0,0,1,x,x
350319044,3519044,35,3,19,44,Whitchurch-Stouffville,201,24,378,153,8,"1,063",430,14,"223,339","20,749",14,"209,690","19,481",11,x,x,7,"53,764","4,995",2,x,x,2,x,x
350319046,3519046,35,3,19,46,Aurora,24,2,x,x,0,0,0,4,x,x,4,x,x,3,x,x,1,x,x,0,0,0,0,0,0
350319049,3519049,35,3,19,49,King,314,20,332,134,3,837,339,20,"681,437","63,308",20,"673,384","62,559",11,x,x,9,"365,960","33,999",2,x,x,1,x,x
350319054,3519054,35,3,19,54,East Gwillimbury,209,9,47,19,5,748,303,9,"278,290","25,854",9,"258,790","24,042",8,x,x,0,0,0,2,x,x,2,x,x
350319070,3519070,35,3,19,70,Georgina,183,3,14,6,3,"1,295",524,4,"96,400","8,956",4,"96,400","8,956",4,x,x,2,x,x,1,x,x,0,0,0
350344000,3544000,35,3,44,0,Muskoka District Municipality,260,7,27,11,0,0,0,18,"68,030","6,320",18,"67,992","6,317",16,"67,481","6,269",4,511,47,0,0,0,0,0,0
350344002,3544002,35,3,44,2,Gravenhurst,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350344018,3544018,35,3,44,18,Bracebridge,53,1,x,x,0,0,0,5,"8,900",827,5,"8,862",823,4,x,x,2,x,x,0,0,0,0,0,0
350344027,3544027,35,3,44,27,Lake of Bays,18,1,x,x,0,0,0,3,x,x,3,x,x,2,x,x,1,x,x,0,0,0,0,0,0
350344042,3544042,35,3,44,42,Huntsville,78,2,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
350344053,3544053,35,3,44,53,Muskoka Lakes,77,3,14,6,0,0,0,9,"53,610","4,981",9,"53,610","4,981",9,x,x,1,x,x,0,0,0,0,0,0
350346000,3546000,35,3,46,0,Haliburton County,87,4,14,6,0,0,0,6,"13,134","1,220",6,"12,928","1,201",6,x,x,2,x,x,1,x,x,0,0,0
350346006,3546006,35,3,46,6,Monmouth,28,3,x,x,0,0,0,3,"12,252","1,138",3,"12,046","1,119",3,x,x,1,x,x,1,x,x,0,0,0
350346016,3546016,35,3,46,16,"Anson, Hindon and Minden",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350346024,3546024,35,3,46,24,Dysart and Others,26,1,x,x,0,0,0,3,882,82,3,882,82,3,x,x,1,x,x,0,0,0,0,0,0
350349000,3549000,35,3,49,0,Parry Sound District,425,13,44,18,0,0,0,15,"36,426","3,384",15,"36,426","3,384",12,x,x,5,x,x,3,x,x,0,0,0
350349014,3549014,35,3,49,14,Perry,28,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350349019,3549019,35,3,49,19,Armour,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350349024,3549024,35,3,49,24,Ryerson,35,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
350349028,3549028,35,3,49,28,McKellar,30,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0
350349031,3549031,35,3,49,31,McDougall,43,1,x,x,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0
350349042,3549042,35,3,49,42,Chapman,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350349046,3549046,35,3,49,46,Strong,46,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
350349054,3549054,35,3,49,54,Machar,20,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350349059,3549059,35,3,49,59,South Himsworth,62,2,x,x,0,0,0,4,"7,020",652,4,"7,020",652,4,x,x,3,x,x,1,x,x,0,0,0
350349066,3549066,35,3,49,66,North Himsworth,17,2,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
350349071,3549071,35,3,49,71,Nipissing,36,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
350349096,3549096,35,3,49,96,"Parry Sound, Unorganized, Centre Part",57,2,x,x,0,0,0,4,"2,900",269,4,"2,900",269,3,x,x,0,0,0,1,x,x,0,0,0
350400000,3500000,35,4,0,0,Eastern Ontario Region - RÇgion de l'Est de l'Ontario,"10,473",215,"2,563","1,037",9,"3,732","1,510",222,"4,242,907","394,179",222,"4,194,332","389,666",174,"3,688,391","342,663",100,"368,826","34,265",39,"137,115","12,738",6,x,x
350401000,3501000,35,4,1,0,"Stormont, Dundas and Glengarry United Counties","2,113",29,187,76,0,0,0,28,"171,000","15,886",28,"167,818","15,591",20,"67,238","6,247",17,"66,708","6,197",6,"33,872","3,147",1,x,x
350401001,3501001,35,4,1,1,Lancaster,168,1,x,x,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0
350401006,3501006,35,4,1,6,Charlottenburgh,219,2,x,x,0,0,0,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,1,x,x
350401010,3501010,35,4,1,10,Cornwall,100,2,x,x,0,0,0,4,"27,340","2,540",4,"27,340","2,540",4,"19,940","1,852",2,x,x,1,x,x,0,0,0
350401015,3501015,35,4,1,15,Osnabruck,141,1,x,x,0,0,0,4,"11,248","1,045",4,"10,350",962,1,x,x,3,x,x,0,0,0,0,0,0
350401017,3501017,35,4,1,17,Williamsburgh,133,3,10,4,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
350401022,3501022,35,4,1,22,Matilda,186,2,x,x,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0
350401027,3501027,35,4,1,27,Mountain,222,4,23,9,0,0,0,4,"4,252",395,4,"3,372",313,2,x,x,2,x,x,2,x,x,0,0,0
350401031,3501031,35,4,1,31,Winchester,240,2,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
350401038,3501038,35,4,1,38,Finch,148,1,x,x,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0
350401045,3501045,35,4,1,45,Roxborough,170,4,21,8,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
350401048,3501048,35,4,1,48,Kenyon,151,1,x,x,0,0,0,3,x,x,3,x,x,1,x,x,2,x,x,2,x,x,0,0,0
350401053,3501053,35,4,1,53,Lochiel,235,6,72,29,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0
350402000,3502000,35,4,2,0,Prescott and Russell United Counties,"1,239",24,765,310,3,x,x,23,"308,630","28,673",23,"308,562","28,666",16,"187,600","17,429",13,x,x,3,x,x,1,x,x
350402001,3502001,35,4,2,1,East Hawkesbury,164,2,x,x,0,0,0,2,x,x,2,x,x,1,x,x,2,x,x,1,x,x,0,0,0
350402006,3502006,35,4,2,6,West Hawkesbury,77,3,x,x,0,0,0,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,1,x,x
350402012,3502012,35,4,2,12,Caledonia,112,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
350402016,3502016,35,4,2,16,Longueuil,46,1,x,x,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,1,x,x,0,0,0
350402021,3502021,35,4,2,21,Alfred,114,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0
350402026,3502026,35,4,2,26,South Plantagenet,135,6,410,166,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
350402031,3502031,35,4,2,31,North Plantagenet,111,3,22,9,0,0,0,5,"38,638","3,590",5,"38,638","3,590",4,"21,238","1,973",3,"17,400","1,617",0,0,0,0,0,0
