AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TOTAL,FCAPDST_1,FCAPDST_2,FCAPDST_3,FCAPDST_4,FCAPDST_5,FCAPDST_6,FCAPDST_7,FCAPDST_8
Geography,Standard Geographical Classification,Province,Census Agricultural Region,Census Division ,Census Consolidated Subdivision,Geographic Identification,Total number of farms,"Total farm capital (under $50,000) - Farms Reporting","Total farm capital ($50,000-$99,999) - Farms Reporting","Total farm capital ($100,000-$199,999) - Farms Reporting","Total farm capital ($200,000-$349,999) - Farms Reporting","Total farm capital ($350,000-$499,999) - Farms Reporting","Total farm capital ($500,000-$999,999) - Farms Reporting","Total farm capital ($1,000,000-$1,499,999) - Farms Reporting","Total farm capital ($1,500,000 and over) - Farms Reporting"
350221000,3521000,35,2,21,0,Peel Regional Municipality,689,19,20,34,83,102,195,82,154
350221005,3521005,35,2,21,5,Mississauga,61,5,1,5,8,11,9,11,11
350221010,3521010,35,2,21,10,Brampton,138,5,6,12,14,9,29,16,47
350221024,3521024,35,2,21,24,Caledon,490,9,13,17,61,82,157,55,96
350222000,3522000,35,2,22,0,Dufferin County,"1,039",16,22,129,330,187,232,56,67
350222001,3522001,35,2,22,1,East Garafraxa,127,4,1,11,28,30,27,13,13
350222008,3522008,35,2,22,8,Amaranth,219,3,6,20,86,37,45,12,10
350222010,3522010,35,2,22,10,East Luther-Grand Valley,115,3,0,21,37,19,24,5,6
350222012,3522012,35,2,22,12,Mono,218,1,5,22,69,43,58,7,13
350222016,3522016,35,2,22,16,Mulmur,165,2,2,17,57,32,38,8,9
350222019,3522019,35,2,22,19,Melancthon,195,3,8,38,53,26,40,11,16
350223000,3523000,35,2,23,0,Wellington County,"2,810",36,55,267,688,576,825,190,173
350223001,3523001,35,2,23,1,Puslinch,179,4,4,10,35,40,61,11,14
350223006,3523006,35,2,23,6,Guelph,116,2,5,6,17,14,35,14,23
350223011,3523011,35,2,23,11,Eramosa,211,1,3,9,52,57,61,14,14
350223016,3523016,35,2,23,16,Erin,276,4,5,12,80,58,73,25,19
350223021,3523021,35,2,23,21,West Garafraxa,185,3,3,21,49,42,49,7,11
350223024,3523024,35,2,23,24,Nichol,131,3,4,5,19,32,40,9,19
350223029,3523029,35,2,23,29,Pilkington,141,2,2,13,32,23,47,14,8
350223032,3523032,35,2,23,32,Peel,492,6,7,35,101,104,185,32,22
350223036,3523036,35,2,23,36,Maryborough,304,1,6,32,70,59,93,26,17
350223041,3523041,35,2,23,41,Minto,313,6,11,60,84,47,77,14,14
350223048,3523048,35,2,23,48,Arthur,308,2,2,35,97,73,74,16,9
350223054,3523054,35,2,23,54,West Luther,154,2,3,29,52,27,30,8,3
350224000,3524000,35,2,24,0,Halton Regional Municipality,720,22,22,43,138,121,198,75,101
350224001,3524001,35,2,24,1,Oakville,42,0,2,3,7,4,13,3,10
350224002,3524002,35,2,24,2,Burlington,113,5,4,8,19,18,30,11,18
350224009,3524009,35,2,24,9,Milton,309,12,10,20,64,56,87,25,35
350224015,3524015,35,2,24,15,Halton Hills,256,5,6,12,48,43,68,36,38
350230000,3530000,35,2,30,0,Waterloo Regional Municipality,"1,590",45,18,88,276,428,492,130,113
350230004,3530004,35,2,30,4,North Dumfries,134,2,3,9,28,27,29,12,24
350230010,3530010,35,2,30,10,Cambridge,42,3,0,1,10,7,11,5,5
350230013,3530013,35,2,30,13,Kitchener,43,5,1,2,5,4,13,4,9
350230020,3530020,35,2,30,20,Wilmot,307,6,1,22,60,64,82,40,32
350230027,3530027,35,2,30,27,Wellesley,522,10,6,26,86,194,165,27,8
350230035,3530035,35,2,30,35,Woolwich,542,19,7,28,87,132,192,42,35
350231000,3531000,35,2,31,0,Perth County,"2,832",43,46,239,622,523,867,275,217
350231001,3531001,35,2,31,1,South Easthope,146,4,2,11,29,33,41,12,14
350231006,3531006,35,2,31,6,North Easthope,243,1,3,14,44,57,83,26,15
350231009,3531009,35,2,31,9,Downie,229,4,1,21,43,32,58,39,31
350231014,3531014,35,2,31,14,Blanshard,230,6,5,18,55,40,73,22,11
350231018,3531018,35,2,31,18,Fullarton,200,2,3,12,43,32,68,24,16
350231021,3531021,35,2,31,21,Hibbert,163,4,2,12,38,21,48,20,18
350231024,3531024,35,2,31,24,Logan,300,1,4,23,58,40,111,33,30
350231028,3531028,35,2,31,28,Ellice,311,7,9,30,63,52,95,32,23
350231032,3531032,35,2,31,32,Mornington,360,6,11,40,97,84,86,21,15
350231036,3531036,35,2,31,36,Elma,361,4,2,30,74,76,116,27,32
350231041,3531041,35,2,31,41,Wallace,289,4,4,28,78,56,88,19,12
350240000,3540000,35,2,40,0,Huron County,"3,150",54,119,443,727,505,800,251,251
350240001,3540001,35,2,40,1,Usborne,172,1,2,13,27,25,57,23,24
350240004,3540004,35,2,40,4,Stephen,213,6,9,20,44,33,59,15,27
350240009,3540009,35,2,40,9,Hay,165,5,6,22,43,25,31,14,19
350240016,3540016,35,2,40,16,Tuckersmith,173,3,7,16,33,23,56,20,15
350240019,3540019,35,2,40,19,Stanley,155,2,4,20,26,21,42,21,19
350240024,3540024,35,2,40,24,Goderich,200,8,5,25,46,28,60,12,16
350240031,3540031,35,2,40,31,Colborne,125,3,3,19,37,22,29,4,8
350240034,3540034,35,2,40,34,Hullett,238,4,7,29,59,42,69,15,13
350240038,3540038,35,2,40,38,McKillop,236,1,7,21,46,47,56,39,19
350240042,3540042,35,2,40,42,Grey,250,3,9,44,38,41,69,19,27
350240046,3540046,35,2,40,46,Howick,314,4,11,31,110,56,77,12,13
350240049,3540049,35,2,40,49,Turnberry,153,4,8,28,45,23,36,3,6
350240054,3540054,35,2,40,54,Morris,224,3,14,44,46,39,40,22,16
350240058,3540058,35,2,40,58,East Wawanosh,163,4,8,32,42,29,32,9,7
350240061,3540061,35,2,40,61,West Wawanosh,151,3,6,43,34,19,30,9,7
350240064,3540064,35,2,40,64,Ashfield,218,0,13,36,51,32,57,14,15
350241000,3541000,35,2,41,0,Bruce County,"2,568",27,116,476,767,448,528,123,83
350241001,3541001,35,2,41,1,Carrick,309,2,7,43,89,74,79,10,5
350241006,3541006,35,2,41,6,Culross,231,2,15,42,75,36,42,9,10
350241011,3541011,35,2,41,11,Kinloss,158,1,11,34,43,27,33,8,1
350241019,3541019,35,2,41,19,Huron,194,3,9,30,39,33,48,21,11
350241021,3541021,35,2,41,21,Kincardine,245,5,9,48,71,39,57,12,4
350241026,3541026,35,2,41,26,Bruce,159,1,7,39,52,22,25,7,6
350241031,3541031,35,2,41,31,Greenock,200,2,8,37,64,39,38,5,7
350241034,3541034,35,2,41,34,Brant,304,3,7,40,105,58,64,14,13
350241038,3541038,35,2,41,38,Elderslie,182,0,9,33,56,28,36,10,10
350241044,3541044,35,2,41,44,Saugeen,121,2,13,32,37,18,11,5,3
350241049,3541049,35,2,41,49,Arran,203,0,8,41,63,33,44,10,4
350241054,3541054,35,2,41,54,Amabel,106,2,5,23,35,16,19,4,2
350241059,3541059,35,2,41,59,Albemarle,56,2,2,14,14,8,13,2,1
350241062,3541062,35,2,41,62,Eastnor,71,2,4,13,17,13,15,3,4
350241066,3541066,35,2,41,66,Lindsay,29,0,2,7,7,4,4,3,2
350242000,3542000,35,2,42,0,Grey County,"3,134",50,117,781,"1,031",532,462,93,68
350242001,3542001,35,2,42,1,Normanby,304,2,6,64,104,57,48,17,6
350242006,3542006,35,2,42,6,Egremont,292,4,8,49,91,73,54,6,7
350242009,3542009,35,2,42,9,Proton,206,2,7,52,79,33,31,1,1
350242014,3542014,35,2,42,14,Osprey,201,2,8,56,59,27,40,4,5
350242018,3542018,35,2,42,18,Artemesia,175,5,4,46,51,31,29,7,2
350242022,3542022,35,2,42,22,Glenelg,140,0,5,42,51,20,15,4,3
350242028,3542028,35,2,42,28,Bentinck,285,7,17,94,89,38,32,3,5
350242032,3542032,35,2,42,32,Sullivan,271,7,12,80,89,40,29,9,5
350242036,3542036,35,2,42,36,Holland,164,3,9,52,61,22,12,2,3
350242039,3542039,35,2,42,39,Euphrasia,192,3,4,52,55,29,38,9,2
350242042,3542042,35,2,42,42,Collingwood,189,3,7,31,49,46,33,12,8
350242048,3542048,35,2,42,48,St. Vincent,181,4,8,35,67,33,22,5,7
350242051,3542051,35,2,42,51,Sydenham,200,5,6,47,68,31,29,8,6
350242054,3542054,35,2,42,54,Derby,144,1,6,35,51,25,20,1,5
350242062,3542062,35,2,42,62,Keppel,190,2,10,46,67,27,30,5,3
350243000,3543000,35,2,43,0,Simcoe County,"2,773",57,100,334,757,509,606,178,232
350243003,3543003,35,2,43,3,Adjala-Tosorontio,231,2,7,12,58,46,63,15,28
350243005,3543005,35,2,43,5,Clearview,430,8,16,62,126,75,83,28,32
350243007,3543007,35,2,43,7,New Tecumseth,177,2,2,6,48,33,45,8,33
350243009,3543009,35,2,43,9,Springwater,339,8,12,42,90,54,81,26,26
350243014,3543014,35,2,43,14,Bradford West Gwillimbury,202,5,4,15,15,47,71,16,29
350243015,3543015,35,2,43,15,Severn,187,2,11,40,64,36,25,3,6
350243017,3543017,35,2,43,17,Innisfil,180,5,7,15,39,35,42,14,23
350243019,3543019,35,2,43,19,Ramara,191,2,5,32,55,33,42,12,10
350243021,3543021,35,2,43,21,Essa,188,8,3,13,52,30,39,23,20
350243023,3543023,35,2,43,23,Oro-Medonte,389,6,16,55,123,75,72,24,18
350243068,3543068,35,2,43,68,Tiny,167,8,9,29,53,31,24,7,6
350243071,3543071,35,2,43,71,Tay,92,1,8,13,34,14,19,2,1
350300000,3500000,35,3,0,0,Central Ontario Region - RÇgion du Centre de l'Ontario,"10,400",216,433,"2,110","3,049","1,589","1,889",503,611
350312000,3512000,35,3,12,0,Hastings County,"1,353",36,94,459,386,143,181,33,21
350312001,3512001,35,3,12,1,Tyendinaga,181,2,7,58,60,19,23,5,7
350312006,3512006,35,3,12,6,Thurlow,150,3,5,37,46,24,32,2,1
350312011,3512011,35,3,12,11,Sidney,202,6,12,48,56,31,35,10,4
350312019,3512019,35,3,12,19,Rawdon,193,4,10,60,57,22,30,7,3
350312024,3512024,35,3,12,24,Huntingdon,122,0,6,56,33,6,15,3,3
350312028,3512028,35,3,12,28,Hungerford,153,5,9,56,42,16,17,5,3
350312032,3512032,35,3,12,32,Elzevir and Grimsthorpe,23,0,3,14,3,1,2,0,0
350312036,3512036,35,3,12,36,Madoc,114,2,10,37,36,14,15,0,0
350312041,3512041,35,3,12,41,Marmora and Lake,62,4,9,25,14,5,5,0,0
350312064,3512064,35,3,12,64,Dungannon,18,3,3,8,3,0,1,0,0
350312068,3512068,35,3,12,68,Mayo,18,0,3,11,3,1,0,0,0
350312071,3512071,35,3,12,71,Carlow,28,1,6,7,10,0,3,1,0
350312074,3512074,35,3,12,74,Monteagle,35,1,4,19,9,1,1,0,0
350312078,3512078,35,3,12,78,Herschel,30,3,3,12,8,3,1,0,0
350312091,3512091,35,3,12,91,"Bangor, Wicklow and McClure",24,2,4,11,6,0,1,0,0
350313000,3513000,35,3,13,0,Prince Edward County,618,20,33,154,170,75,117,29,20
350313001,3513001,35,3,13,1,North Marysburgh,43,0,4,8,8,9,11,2,1
350313004,3513004,35,3,13,4,South Marysburgh,51,1,0,14,16,9,10,0,1
350313008,3513008,35,3,13,8,Athol,55,2,7,9,13,7,13,1,3
350313011,3513011,35,3,13,11,Hallowell,134,4,7,40,23,15,30,9,6
350313018,3513018,35,3,13,18,Sophiasburgh,109,1,7,30,34,9,19,5,4
350313022,3513022,35,3,13,22,Hillier,85,4,4,17,25,12,18,3,2
350313028,3513028,35,3,13,28,Ameliasburgh,141,8,4,36,51,14,16,9,3
350314000,3514000,35,3,14,0,Northumberland County,"1,366",30,48,263,425,225,254,65,56
350314001,3514001,35,3,14,1,Murray,152,3,9,37,46,17,26,6,8
350314006,3514006,35,3,14,6,Brighton,129,3,8,26,32,18,27,11,4
350314011,3514011,35,3,14,11,Cramahe,113,2,2,18,33,27,23,5,3
350314016,3514016,35,3,14,16,Haldimand,186,6,1,32,60,34,34,10,9
350314019,3514019,35,3,14,19,Hamilton,183,2,10,30,60,32,36,6,7
350314023,3514023,35,3,14,23,Hope,200,4,6,21,70,27,43,12,17
350314026,3514026,35,3,14,26,Alnwick,45,3,3,3,15,10,8,2,1
350314029,3514029,35,3,14,29,Percy,126,2,1,33,39,25,16,7,3
350314034,3514034,35,3,14,34,Seymour,232,5,8,63,70,35,41,6,4
350315000,3515000,35,3,15,0,Peterborough County,"1,369",20,55,307,461,219,231,47,29
350315001,3515001,35,3,15,1,Asphodel,155,3,5,31,50,27,33,4,2
350315006,3515006,35,3,15,6,Otonabee,242,3,4,42,89,41,44,10,9
350315007,3515007,35,3,15,7,South Monaghan,72,2,1,13,22,16,13,3,2
350315009,3515009,35,3,15,9,Cavan,203,2,6,36,77,33,38,8,3
350315011,3515011,35,3,15,11,North Monaghan,36,1,3,5,10,9,4,1,3
350315016,3515016,35,3,15,16,Ennismore,64,0,2,12,24,16,7,2,1
350315018,3515018,35,3,15,18,Smith,155,1,4,32,41,26,38,9,4
350315022,3515022,35,3,15,22,Douro,147,2,6,39,54,22,16,7,1
350315026,3515026,35,3,15,26,Dummer,134,2,4,38,49,19,18,2,2
350315031,3515031,35,3,15,31,Belmont and Methuen,84,1,8,39,22,3,9,1,1
350315038,3515038,35,3,15,38,Burleigh and Anstruther,33,1,8,9,8,2,5,0,0
350315042,3515042,35,3,15,42,Harvey,44,2,4,11,15,5,6,0,1
350316000,3516000,35,3,16,0,Victoria County,"1,710",23,44,417,608,277,244,44,53
350316001,3516001,35,3,16,1,Emily,231,1,2,58,97,38,24,7,4
350316006,3516006,35,3,16,6,Ops,221,4,4,47,83,33,34,6,10
350316008,3516008,35,3,16,8,Manvers,205,4,5,31,85,42,25,4,9
350316011,3516011,35,3,16,11,Mariposa,342,4,7,69,107,67,61,7,20
350316016,3516016,35,3,16,16,Eldon,171,0,1,41,66,26,30,6,1
350316021,3516021,35,3,16,21,Fenelon,197,2,10,59,69,28,23,4,2
350316026,3516026,35,3,16,26,Verulam,167,3,5,42,64,24,21,6,2
350316031,3516031,35,3,16,31,Somerville,68,1,4,31,16,5,10,1,0
350316034,3516034,35,3,16,34,Bexley,32,0,3,11,8,3,4,2,1
350316036,3516036,35,3,16,36,Carden,34,2,2,10,6,5,6,0,3
350316039,3516039,35,3,16,39,Dalton,17,0,1,7,4,1,3,0,1
350316042,3516042,35,3,16,42,"Laxton, Digby and Longford",25,2,0,11,3,5,3,1,0
350318000,3518000,35,3,18,0,Durham Regional Municipality,"2,001",28,48,150,559,410,481,152,173
350318001,3518001,35,3,18,1,Pickering,111,2,3,9,26,17,34,6,14
350318005,3518005,35,3,18,5,Ajax,28,4,0,0,4,5,3,6,6
350318009,3518009,35,3,18,9,Whitby,88,1,5,6,23,7,22,12,12
350318013,3518013,35,3,18,13,Oshawa,70,0,2,4,18,13,17,5,11
350318017,3518017,35,3,18,17,Clarington,529,8,12,33,161,113,117,37,48
350318020,3518020,35,3,18,20,Scugog,445,4,11,33,135,95,110,28,29
350318029,3518029,35,3,18,29,Uxbridge,363,3,7,21,80,91,100,25,36
350318039,3518039,35,3,18,39,Brock,367,6,8,44,112,69,78,33,17
350319000,3519000,35,3,19,0,York Regional Municipality,"1,211",25,41,80,202,163,335,124,241
350319028,3519028,35,3,19,28,Vaughan,139,4,11,16,16,12,25,12,43
350319036,3519036,35,3,19,36,Markham,107,3,2,9,10,6,39,5,33
350319038,3519038,35,3,19,38,Richmond Hill,34,1,0,1,6,1,5,4,16
350319044,3519044,35,3,19,44,Whitchurch-Stouffville,201,3,6,6,28,31,72,23,32
350319046,3519046,35,3,19,46,Aurora,24,2,0,2,2,0,7,4,7
350319049,3519049,35,3,19,49,King,314,7,10,12,40,43,95,45,62
350319054,3519054,35,3,19,54,East Gwillimbury,209,0,3,10,40,43,59,19,35
350319070,3519070,35,3,19,70,Georgina,183,5,9,24,60,27,33,12,13
350344000,3544000,35,3,44,0,Muskoka District Municipality,260,9,19,90,86,29,15,6,6
350344002,3544002,35,3,44,2,Gravenhurst,34,1,2,12,11,8,0,0,0
350344018,3544018,35,3,44,18,Bracebridge,53,3,7,19,20,3,1,0,0
350344027,3544027,35,3,44,27,Lake of Bays,18,0,1,5,6,1,2,1,2
350344042,3544042,35,3,44,42,Huntsville,78,4,6,27,21,11,4,2,3
350344053,3544053,35,3,44,53,Muskoka Lakes,77,1,3,27,28,6,8,3,1
350346000,3546000,35,3,46,0,Haliburton County,87,6,12,28,23,11,2,0,5
350346006,3546006,35,3,46,6,Monmouth,28,4,3,9,6,5,1,0,0
350346016,3546016,35,3,46,16,"Anson, Hindon and Minden",33,1,4,10,9,6,0,0,3
350346024,3546024,35,3,46,24,Dysart and Others,26,1,5,9,8,0,1,0,2
350349000,3549000,35,3,49,0,Parry Sound District,425,19,39,162,129,37,29,3,7
350349014,3549014,35,3,49,14,Perry,28,2,6,12,6,1,1,0,0
350349019,3549019,35,3,49,19,Armour,25,1,3,13,5,1,2,0,0
350349024,3549024,35,3,49,24,Ryerson,35,2,4,11,12,5,1,0,0
350349028,3549028,35,3,49,28,McKellar,30,1,4,12,6,4,3,0,0
350349031,3549031,35,3,49,31,McDougall,43,1,2,18,12,5,3,0,2
350349042,3549042,35,3,49,42,Chapman,26,2,6,7,5,2,3,0,1
350349046,3549046,35,3,49,46,Strong,46,2,3,17,18,3,3,0,0
350349054,3549054,35,3,49,54,Machar,20,2,4,9,4,1,0,0,0
350349059,3549059,35,3,49,59,South Himsworth,62,1,3,19,21,7,8,1,2
350349066,3549066,35,3,49,66,North Himsworth,17,1,0,8,6,1,0,1,0
350349071,3549071,35,3,49,71,Nipissing,36,0,0,21,10,3,1,0,1
350349096,3549096,35,3,49,96,"Parry Sound, Unorganized, Centre Part",57,4,4,15,24,4,4,1,1
350400000,3500000,35,4,0,0,Eastern Ontario Region - RÇgion de l'Est de l'Ontario,"10,473",222,478,"2,467","2,991","1,407","1,989",540,379
350401000,3501000,35,4,1,0,"Stormont, Dundas and Glengarry United Counties","2,113",38,92,467,483,282,513,137,101
350401001,3501001,35,4,1,1,Lancaster,168,3,6,28,35,17,48,17,14
350401006,3501006,35,4,1,6,Charlottenburgh,219,4,11,48,60,25,50,14,7
350401010,3501010,35,4,1,10,Cornwall,100,1,6,32,30,15,11,3,2
350401015,3501015,35,4,1,15,Osnabruck,141,4,8,42,40,18,18,9,2
350401017,3501017,35,4,1,17,Williamsburgh,133,3,8,38,29,17,26,8,4
350401022,3501022,35,4,1,22,Matilda,186,5,6,46,39,22,44,14,10
350401027,3501027,35,4,1,27,Mountain,222,5,5,51,52,34,55,8,12
350401031,3501031,35,4,1,31,Winchester,240,2,4,33,51,40,76,19,15
350401038,3501038,35,4,1,38,Finch,148,2,6,13,22,19,57,17,12
350401045,3501045,35,4,1,45,Roxborough,170,5,12,34,37,24,34,14,10
350401048,3501048,35,4,1,48,Kenyon,151,1,4,38,35,21,38,7,7
350401053,3501053,35,4,1,53,Lochiel,235,3,16,64,53,30,56,7,6
350402000,3502000,35,4,2,0,Prescott and Russell United Counties,"1,239",13,47,224,290,160,328,106,71
350402001,3502001,35,4,2,1,East Hawkesbury,164,1,6,22,48,24,43,11,9
350402006,3502006,35,4,2,6,West Hawkesbury,77,1,7,15,24,13,11,4,2
350402012,3502012,35,4,2,12,Caledonia,112,1,4,19,21,10,31,15,11
350402016,3502016,35,4,2,16,Longueuil,46,0,1,12,9,2,11,8,3
350402021,3502021,35,4,2,21,Alfred,114,1,8,28,26,16,24,7,4
350402026,3502026,35,4,2,26,South Plantagenet,135,3,2,22,19,15,50,14,10
350402031,3502031,35,4,2,31,North Plantagenet,111,1,4,19,35,7,33,8,4
350402037,3502037,35,4,2,37,Clarence,160,1,7,29,43,30,33,12,5
350402042,3502042,35,4,2,42,Cambridge,150,3,4,28,25,15,49,13,13
350402048,3502048,35,4,2,48,Russell,170,1,4,30,40,28,43,14,10
350406000,3506000,35,4,6,0,Ottawa-Carleton Regional Municipality,"1,455",33,43,204,430,218,315,119,93
350406001,3506001,35,4,6,1,Osgoode,289,6,8,41,85,42,68,25,14
350406004,3506004,35,4,6,4,Cumberland,188,1,6,28,33,27,59,25,9
350406006,3506006,35,4,6,6,Gloucester,88,4,6,8,30,3,22,6,9
350406012,3506012,35,4,6,12,Nepean,70,7,4,1,8,8,12,10,20
350406018,3506018,35,4,6,18,Rideau,211,2,8,32,68,32,38,19,12
350406027,3506027,35,4,6,27,Goulbourn,164,7,2,22,56,29,25,12,11
350406030,3506030,35,4,6,30,Kanata,45,1,1,4,19,5,10,4,1
350406042,3506042,35,4,6,42,West Carleton,400,5,8,68,131,72,81,18,17
350407000,3507000,35,4,7,0,Leeds and Grenville United Counties,"1,493",46,66,438,432,208,214,51,38
350407001,3507001,35,4,7,1,Edwardsburgh,158,4,9,50,41,22,21,8,3
350407006,3507006,35,4,7,6,Augusta,142,5,6,49,32,22,20,5,3
350407012,3507012,35,4,7,12,Elizabethtown,159,3,3,46,57,21,22,3,4
350407017,3507017,35,4,7,17,Front of Yonge,53,1,6,11,18,5,9,1,2
350407020,3507020,35,4,7,20,Front of Escott,54,3,2,20,18,5,6,0,0
350407022,3507022,35,4,7,22,Front of Leeds and Lansdowne,125,2,3,31,35,20,27,4,3
350407027,3507027,35,4,7,27,Rear of Leeds and Lansdowne,83,1,4,26,20,14,11,5,2
350407029,3507029,35,4,7,29,South Crosby,62,1,1,11,23,12,11,2,1
350407031,3507031,35,4,7,31,North Crosby,53,2,3,8,14,8,11,3,4
350407039,3507039,35,4,7,39,Bastard and South Burgess,121,4,6,34,35,22,13,4,3
350407041,3507041,35,4,7,41,Rear of Yonge and Escott,57,0,4,19,10,8,12,4,0
350407046,3507046,35,4,7,46,Kitley,95,4,3,32,31,11,9,2,3
350407049,3507049,35,4,7,49,South Elmsley,42,3,2,10,17,3,6,1,0
350407051,3507051,35,4,7,51,Wolford,62,2,3,18,15,8,11,3,2
350407056,3507056,35,4,7,56,Oxford-on-Rideau,156,7,8,47,48,19,17,4,6
350407061,3507061,35,4,7,61,South Gower,71,4,3,26,18,8,8,2,2
350409000,3509000,35,4,9,0,Lanark County,"1,065",23,57,276,364,145,154,32,14
350409001,3509001,35,4,9,1,Montague,101,2,8,35,38,7,8,2,1
350409008,3509008,35,4,9,8,North Elmsley,55,0,3,19,14,9,6,4,0
350409011,3509011,35,4,9,11,North Burgess,34,1,2,6,10,6,8,0,1
350409014,3509014,35,4,9,14,South Sherbrooke,17,0,0,7,6,3,1,0,0
350409016,3509016,35,4,9,16,Bathurst,125,4,4,40,38,12,20,6,1
350409019,3509019,35,4,9,19,Drummond,144,4,8,31,54,21,20,4,2
350409024,3509024,35,4,9,24,Beckwith,101,4,3,19,43,11,16,2,3
350409029,3509029,35,4,9,29,Ramsay,185,1,4,32,70,34,37,4,3
350409034,3509034,35,4,9,34,Lanark,95,2,9,26,29,13,11,4,1
350409040,3509040,35,4,9,40,"Lavant, Dalhousie, and North Sherbrooke",92,2,13,36,24,7,8,2,0
350409046,3509046,35,4,9,46,Pakenham,116,3,3,25,38,22,19,4,2
350410000,3510000,35,4,10,0,Frontenac County,823,16,42,184,268,107,151,34,21
350410001,3510001,35,4,10,1,Wolfe Island,88,1,9,19,21,14,15,7,2
350410006,3510006,35,4,10,6,Pittsburgh,138,2,7,23,38,19,34,9,6
350410009,3510009,35,4,10,9,Kingston,99,3,4,14,40,14,21,2,1
350410014,3510014,35,4,10,14,Storrington,104,2,2,18,37,13,19,5,8
350410018,3510018,35,4,10,18,Loughborough,86,3,8,24,22,6,21,2,0
350410022,3510022,35,4,10,22,Portland,127,0,5,35,46,18,16,6,1
350410026,3510026,35,4,10,26,Hinchinbrooke,58,1,2,18,19,10,5,2,1
350410029,3510029,35,4,10,29,Bedford,42,0,1,11,15,8,7,0,0
350410032,3510032,35,4,10,32,Oso,24,1,2,5,7,3,6,0,0
350410036,3510036,35,4,10,36,Olden,31,1,1,9,12,1,4,1,2
350410046,3510046,35,4,10,46,Clarendon and Miller,26,2,1,8,11,1,3,0,0
350411000,3511000,35,4,11,0,Lennox and Addington County,753,20,33,221,226,88,113,27,25
350411001,3511001,35,4,11,1,Amherst Island,25,0,2,4,8,1,6,4,0
350411004,3511004,35,4,11,4,Ernestown,158,3,5,49,61,18,12,5,5
350411011,3511011,35,4,11,11,South Fredericksburgh,63,3,4,11,20,8,13,3,1
350411014,3511014,35,4,11,14,Adolphustown,20,0,0,4,4,2,6,1,3
350411016,3511016,35,4,11,16,North Fredericksburgh,56,1,4,13,10,16,7,0,5
350411019,3511019,35,4,11,19,Richmond,121,6,4,43,27,13,21,5,2
350411024,3511024,35,4,11,24,Camden East,213,4,8,62,68,22,36,5,8
350411031,3511031,35,4,11,31,Sheffield,67,0,5,22,18,8,10,3,1
350411034,3511034,35,4,11,34,"Kaladar, Anglesea and Effingham",30,3,1,13,10,0,2,1,0
350447000,3547000,35,4,47,0,Renfrew County,"1,532",33,98,453,498,199,201,34,16
350447001,3547001,35,4,47,1,McNab,172,5,12,51,65,18,15,6,0
350447006,3547006,35,4,47,6,Bagot and Blythfield,28,1,4,9,9,2,3,0,0
350447016,3547016,35,4,47,16,Sebastopol,37,1,3,14,12,3,4,0,0
350447019,3547019,35,4,47,19,Brudenell and Lyndoch,41,2,5,13,9,4,5,1,2
350447022,3547022,35,4,47,22,Raglan,38,0,5,16,14,1,1,1,0
350447026,3547026,35,4,47,26,"Sherwood, Jones and Burns",43,0,7,20,11,4,0,0,1
350447031,3547031,35,4,47,31,Hagarty and Richards,60,6,6,20,22,5,1,0,0
350447036,3547036,35,4,47,36,South Algona,45,1,4,10,12,5,11,0,2
350447038,3547038,35,4,47,38,Grattan,90,2,7,35,25,12,6,2,1
350447042,3547042,35,4,47,42,Admaston,120,1,5,26,41,19,24,4,0
350447046,3547046,35,4,47,46,Horton,88,1,4,34,25,14,10,0,0
350447049,3547049,35,4,47,49,Ross,135,2,8,42,38,19,21,3,2
350447054,3547054,35,4,47,54,Bromley,113,4,3,19,30,16,27,9,5
350447058,3547058,35,4,47,58,Westmeath,208,2,8,54,68,36,35,3,2
350447062,3547062,35,4,47,62,Pembroke,26,1,4,2,8,5,6,0,0
350447066,3547066,35,4,47,66,Stafford,69,0,2,20,20,10,12,4,1
350447069,3547069,35,4,47,69,Wilberforce,95,2,9,31,36,11,6,0,0
350447074,3547074,35,4,47,74,Alice and Fraser,98,1,2,33,37,14,10,1,0
350447092,3547092,35,4,47,92,"Rolph, Buchanan, Wylie and McKay",26,1,0,4,16,1,4,0,0
350500000,3500000,35,5,0,0,Northern Ontario Region - RÇgion du Nord de l'Ontario,"2,915",94,276,784,850,379,394,81,57
350548000,3548000,35,5,48,0,Nipissing District,299,8,27,73,100,47,39,3,2
350548013,3548013,35,5,48,13,Papineau-Cameron,22,2,3,5,7,2,2,0,1
350548022,3548022,35,5,48,22,Calvin,28,2,3,8,8,3,4,0,0
350548027,3548027,35,5,48,27,Bonfield,45,2,2,13,20,5,3,0,0
350548031,3548031,35,5,48,31,Chisholm,52,0,5,11,19,10,6,0,1
350548051,3548051,35,5,48,51,Springer,27,0,4,3,7,7,6,0,0
350548058,3548058,35,5,48,58,Caldwell,49,0,1,10,19,12,6,1,0
350548094,3548094,35,5,48,94,"Nipissing, Unorganized, North Part",76,2,9,23,20,8,12,2,0
350551000,3551000,35,5,51,0,Manitoulin District,316,10,20,75,90,49,56,10,6
350551001,3551001,35,5,51,1,Tehkummah,27,1,1,5,11,4,4,1,0
350551004,3551004,35,5,51,4,Carnarvon,36,3,2,10,8,3,9,1,0
350551011,3551011,35,5,51,11,Assiginack,47,0,4,15,11,8,4,3,2
350551016,3551016,35,5,51,16,Howland,54,0,6,12,17,5,11,1,2
