HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NSOD,SOD,ESOD,NNURSERY,NURSERY,ENURSERY,NTOTGRN,TOTGRN,ETOTGRN,NTUNDGLAS,TUNDGLAS,ETUNDGLAS,NFLOWER,FLOWER,EFLOWER,NGRNVEG,GRNVEG,EGRNVEG,NGRNOTHER,GRNOTHER,EGRNOTHER,NMUSHRM,MUSHRM,EMUSHRM,NXMASAREA,XMASAREA,EXMASAREA,NVFTPROD,VFTPROD,NMAPLET,MAPLET
Province,Census Agricultural Region,Census Division ,Census Consolidated Subdivision,Geographic identification,Total number of farms,Total area of sod under cultivation for sale - Farms reporting,Total area of sod under cultivation for sale - Acres,Total area of sod under cultivation for sale - Hectares,Total area of nursery products - Farms reporting,Total area of nursery products - Acres,Total area of nursery products - Hectares,"Total area of greenhouses in use on May 16, 2006 - Farms reporting","Total area of greenhouses in use on May 16, 2006 - Square feet","Total area of greenhouses in use on May 16, 2006 - Square metres","Total area under glass, plastic or other protection - Farms reporting","Total area under glass, plastic or other protection - Square feet","Total area under glass, plastic or other protection - Square metres",Greenhouse flowers - Farms reporting,Greenhouse flowers - Square feet,Greenhouse flowers - Square metres,Greenhouse vegetables - Farms reporting,Greenhouse vegetables - Square feet,Greenhouse vegetables - Square metres,Other greenhouse products - Farms reporting,Other greenhouse products - Square feet,Other greenhouse products - Square metres,Total growing area for mushrooms - Farms reporting,Total growing area for mushrooms - Square feet,Total growing area for mushrooms - Square metres,Total area of Christmas trees grown for sale - Farms reporting,Total area of Christmas trees grown for sale - Acres,Total area of Christmas trees grown for sale - Hectares,Sales of forest products in 2005 - Farms reporting,Sales of forest products in 2005 - Amount $,Taps on maple trees in 2006 - Farms reporting,Taps on maple trees in 2006 - Number
35,3,14,0,Northumberland,"1,031",2,x,x,17,697,282,30,"239,246","22,227",30,"246,546","22,905",21,"134,198","12,467",7,"60,652","5,635",8,"44,396","4,125",0,0,0,21,x,x,47,"257,803",36,"19,217"
35,3,14,4,Brighton,120,2,x,x,1,x,x,5,"38,338","3,562",5,"40,238","3,738",4,x,x,2,x,x,1,x,x,0,0,0,2,x,x,5,"19,524",5,972
35,3,14,14,Cramahe,107,0,0,0,1,x,x,5,x,x,5,"31,800","2,954",4,"19,600","1,821",1,x,x,1,x,x,0,0,0,4,55,22,6,"16,750",1,x
35,3,14,19,Hamilton,147,0,0,0,4,31,13,6,"69,118","6,421",6,"69,118","6,421",4,x,x,0,0,0,2,x,x,0,0,0,4,41,17,4,x,3,x
35,3,14,20,Port Hope,162,0,0,0,6,548,222,6,x,x,6,x,x,3,"17,400","1,617",1,x,x,3,"8,748",813,0,0,0,5,68,28,3,x,5,"5,995"
35,3,14,24,Alnwick/Haldimand,173,0,0,0,2,x,x,3,x,x,3,x,x,2,x,x,1,x,x,0,0,0,0,0,0,3,8,3,12,"34,468",6,"2,610"
35,3,14,45,Trent Hills,322,0,0,0,3,x,x,5,"29,200","2,713",5,"29,200","2,713",4,x,x,2,x,x,1,x,x,0,0,0,3,29,12,17,"49,865",16,"9,567"
35,3,15,0,Peterborough,"1,192",2,x,x,27,339,137,27,"116,682","10,840",27,"125,082","11,620",26,"113,692","10,562",4,x,x,2,x,x,2,x,x,20,374,151,53,"436,915",64,"26,498"
35,3,15,3,Asphodel-Norwood,153,0,0,0,1,x,x,3,"8,156",758,3,"8,156",758,3,x,x,1,x,x,0,0,0,0,0,0,1,x,x,4,x,7,"2,475"
35,3,15,5,Otonabee-South Monaghan,265,0,0,0,4,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,7,111,45,8,"23,527",9,"5,337"
35,3,15,13,Cavan-Millbrook-North Monaghan,212,1,x,x,7,52,21,3,"5,800",539,3,"5,800",539,2,x,x,1,x,x,0,0,0,0,0,0,5,168,68,8,"50,219",14,"9,212"
35,3,15,15,Smith-Ennismore-Lakefield,199,0,0,0,7,98,40,7,"36,990","3,436",7,"36,990","3,436",7,x,x,0,0,0,2,x,x,1,x,x,4,35,14,9,"72,232",11,"2,301"
35,3,15,23,Douro-Dummer,229,1,x,x,1,x,x,5,"49,112","4,563",5,"54,112","5,027",5,"49,112","4,563",0,0,0,0,0,0,0,0,0,2,x,x,12,x,12,"3,751"
35,3,15,30,Havelock-Belmont-Methuen,69,0,0,0,1,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,1,x,x,0,0,0,5,"18,205",8,"3,192"
35,3,15,44,Galway-Cavendish and Harvey,65,0,0,0,6,99,40,5,"9,300",864,5,"11,200","1,041",5,x,x,2,x,x,0,0,0,0,0,0,1,x,x,7,"33,900",3,230
35,3,16,0,Kawartha Lakes,"1,537",1,x,x,20,608,246,25,"304,983","28,334",25,"306,110","28,439",21,"189,782","17,631",5,x,x,4,x,x,0,0,0,19,542,219,49,"308,285",68,"25,114"
35,3,16,10,Kawartha Lakes,"1,537",1,x,x,20,608,246,25,"304,983","28,334",25,"306,110","28,439",21,"189,782","17,631",5,x,x,4,x,x,0,0,0,19,542,219,49,"308,285",68,"25,114"
35,3,18,0,Durham,"1,686",10,"2,284",924,80,"2,390",967,51,"1,589,572","147,676",51,"1,596,926","148,359",40,x,x,8,x,x,9,x,x,3,x,x,31,749,303,32,"197,156",47,"9,527"
35,3,18,1,Pickering,56,0,0,0,5,x,x,5,x,x,5,x,x,2,x,x,0,0,0,3,x,x,0,0,0,0,0,0,0,0,2,x
35,3,18,9,Whitby,82,1,x,x,8,x,x,6,"297,030","27,595",6,"297,030","27,595",6,"297,030","27,595",0,0,0,0,0,0,1,x,x,2,x,x,2,x,2,x
35,3,18,13,Oshawa,62,0,0,0,2,x,x,3,x,x,3,"73,056","6,787",2,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,2,x
35,3,18,17,Clarington,437,5,x,x,29,823,333,13,"372,061","34,566",13,"374,060","34,751",10,x,x,2,x,x,2,x,x,0,0,0,11,362,146,7,"16,825",9,"1,159"
35,3,18,20,Scugog,382,1,x,x,11,118,48,8,"58,695","5,453",8,x,x,8,"51,950","4,826",3,x,x,1,x,x,0,0,0,9,168,68,12,"112,430",11,"1,315"
35,3,18,29,Uxbridge,338,2,x,x,19,388,157,13,"94,428","8,773",13,"94,433","8,773",9,x,x,3,x,x,2,x,x,1,x,x,7,164,66,6,"57,750",13,"3,793"
35,3,18,39,Brock,329,1,x,x,6,112,45,3,x,x,3,x,x,3,x,x,0,0,0,0,0,0,1,x,x,2,x,x,5,x,8,"2,290"
35,3,19,0,York,972,21,"9,333","3,777",61,897,363,76,"2,511,032","233,283",76,"2,862,729","265,956",48,"1,786,927","166,011",31,"692,405","64,327",9,"31,700","2,945",11,"284,990","26,476",31,720,291,16,"89,851",19,"1,953"
35,3,19,28,Vaughan,140,2,x,x,10,55,22,14,"761,580","70,753",14,"1,021,580","94,908",9,"723,060","67,174",5,x,x,2,x,x,2,x,x,4,144,58,0,0,3,210
35,3,19,36,Markham,64,4,x,x,4,x,x,7,"142,450","13,234",7,"144,150","13,392",6,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,1,x
35,3,19,38,Richmond Hill,27,0,0,0,1,x,x,4,x,x,4,x,x,2,x,x,2,x,x,0,0,0,1,x,x,1,x,x,1,x,0,0
35,3,19,44,Whitchurch-Stouffville,159,4,775,314,15,199,81,13,"122,548","11,385",13,"122,548","11,385",9,x,x,2,x,x,3,"7,500",697,3,"24,790","2,303",11,280,113,3,x,10,"1,348"
35,3,19,49,King,293,3,x,x,18,584,236,27,"999,478","92,855",27,"1,084,475","100,751",13,x,x,17,"597,465","55,506",2,x,x,3,"18,400","1,709",7,197,80,5,"54,402",2,x
35,3,19,54,East Gwillimbury,143,3,728,295,4,25,10,6,"233,616","21,704",6,"238,616","22,168",6,x,x,2,x,x,0,0,0,2,x,x,3,x,x,1,x,0,0
35,3,19,70,Georgina,146,5,"1,763",713,9,22,9,5,x,x,5,x,x,3,"19,500","1,812",2,x,x,1,x,x,0,0,0,5,68,28,5,"15,450",3,62
35,2,21,0,Peel,483,0,0,0,33,427,173,36,"1,231,644","114,423",36,"1,232,080","114,464",29,"1,146,220","106,487",12,x,x,1,x,x,1,x,x,9,137,55,6,"22,258",9,"1,135"
35,2,21,5,Mississauga,18,0,0,0,1,x,x,5,"217,168","20,176",5,"217,168","20,176",5,x,x,3,x,x,0,0,0,0,0,0,0,0,0,0,0,1,x
35,2,21,10,Brampton,76,0,0,0,8,x,x,13,"695,458","64,610",13,"695,458","64,610",11,x,x,2,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0
35,2,21,24,Caledon,389,0,0,0,24,374,151,18,"319,018","29,638",18,"319,454","29,678",13,"297,094","27,601",7,x,x,1,x,x,1,x,x,8,x,x,6,"22,258",8,x
35,2,22,0,Dufferin,893,1,x,x,28,409,166,10,x,x,10,"97,271","9,037",9,x,x,2,x,x,1,x,x,2,x,x,26,491,199,27,"225,378",28,"15,320"
35,2,22,1,East Garafraxa,128,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,4,x,1,x
35,2,22,8,Amaranth,178,0,0,0,6,30,12,4,"34,300","3,187",4,x,x,3,x,x,1,x,x,1,x,x,1,x,x,8,202,82,1,x,4,246
35,2,22,10,East Luther Grand Valley,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,3,x,4,x
35,2,22,12,Mono,166,1,x,x,11,342,138,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,1,x,x,8,140,57,7,"76,205",8,"2,207"
35,2,22,16,Mulmur,146,0,0,0,7,19,8,3,"37,000","3,437",3,"37,000","3,437",3,x,x,1,x,x,0,0,0,0,0,0,9,x,x,6,"46,956",6,"8,241"
35,2,22,19,Melancthon,181,0,0,0,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"54,941",5,"3,776"
35,2,23,0,Wellington,"2,588",2,x,x,49,442,179,60,"482,918","44,865",60,"506,018","47,011",41,x,x,25,x,x,11,x,x,1,x,x,32,497,201,104,"764,335",167,"47,827"
35,2,23,1,Puslinch,175,1,x,x,8,34,14,4,"23,000","2,137",4,x,x,4,"23,000","2,137",0,0,0,0,0,0,0,0,0,8,130,53,5,"20,815",10,843
35,2,23,9,Guelph/Eramosa,293,1,x,x,10,57,23,12,"169,291","15,728",12,"169,391","15,737",7,"132,992","12,355",5,x,x,4,x,x,1,x,x,8,87,35,6,"48,300",8,299
35,2,23,17,Erin,259,0,0,0,9,205,83,4,"24,850","2,309",4,"25,850","2,402",1,x,x,1,x,x,2,x,x,0,0,0,4,108,44,12,"53,090",8,390
35,2,23,25,Centre Wellington,412,0,0,0,8,19,8,8,"100,424","9,330",8,"100,424","9,330",8,x,x,2,x,x,0,0,0,0,0,0,5,113,46,18,"102,107",21,"3,455"
35,2,23,33,Mapleton,696,0,0,0,6,25,10,20,"128,403","11,929",20,"128,403","11,929",11,"87,387","8,119",11,"24,352","2,262",4,"16,664","1,548",0,0,0,2,x,x,35,"190,469",69,"26,713"
35,2,23,43,Minto,288,0,0,0,4,58,23,6,"20,024","1,860",6,"20,024","1,860",4,"11,064","1,028",4,"8,960",832,0,0,0,0,0,0,2,x,x,11,"84,801",17,"5,426"
35,2,23,50,Wellington North,465,0,0,0,4,44,18,6,"16,926","1,572",6,x,x,6,x,x,2,x,x,1,x,x,0,0,0,3,44,18,17,"264,753",34,"10,701"
35,2,24,0,Halton,566,1,x,x,37,"2,529","1,023",43,"2,103,283","195,401",43,"2,143,283","199,118",33,x,x,7,x,x,8,x,x,2,x,x,11,202,82,15,"237,863",11,"1,023"
35,2,24,1,Oakville,21,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,0,0
35,2,24,2,Burlington,79,0,0,0,9,x,x,6,"720,600","66,946",6,"720,600","66,946",5,x,x,1,x,x,0,0,0,1,x,x,0,0,0,2,x,0,0
35,2,24,9,Milton,260,1,x,x,21,"1,250",506,21,"879,559","81,714",21,"919,559","85,430",15,"724,598","67,317",3,"68,005","6,318",5,"86,956","8,078",0,0,0,10,x,x,8,"67,613",8,415
35,2,24,15,Halton Hills,206,0,0,0,6,x,x,15,x,x,15,x,x,12,"434,624","40,378",2,x,x,2,x,x,1,x,x,1,x,x,4,x,3,608
35,1,25,0,Hamilton,975,5,"2,022",818,62,"3,533","1,430",95,"4,875,173","452,918",95,"4,993,867","463,945",72,"3,364,438","312,567",17,"1,370,231","127,299",13,"140,504","13,053",11,"998,560","92,769",34,641,259,20,"83,498",15,"1,895"
35,1,25,5,Hamilton,975,5,"2,022",818,62,"3,533","1,430",95,"4,875,173","452,918",95,"4,993,867","463,945",72,"3,364,438","312,567",17,"1,370,231","127,299",13,"140,504","13,053",11,"998,560","92,769",34,641,259,20,"83,498",15,"1,895"
35,1,26,0,Niagara,"2,236",1,x,x,119,"2,321",939,249,"22,690,050","2,107,975",249,"22,820,226","2,120,068",201,"18,727,743","1,739,864",40,"3,526,149","327,590",25,"436,158","40,520",3,"12,457","1,157",48,532,215,33,"106,937",12,"5,612"
35,1,26,3,Fort Erie,86,0,0,0,5,x,x,6,x,x,6,"95,660","8,887",3,x,x,2,x,x,3,x,x,0,0,0,1,x,x,2,x,0,0
35,1,26,11,Port Colborne,71,0,0,0,4,12,5,4,x,x,4,x,x,2,x,x,2,x,x,0,0,0,0,0,0,4,32,13,2,x,1,x
35,1,26,14,Wainfleet,210,0,0,0,12,76,31,19,"909,950","84,537",19,"910,350","84,574",13,"606,350","56,332",5,x,x,1,x,x,0,0,0,2,x,x,5,"36,745",1,x
35,1,26,21,West Lincoln,431,0,0,0,7,86,35,20,"881,095","81,856",20,"914,743","84,982",16,"613,011","56,951",6,x,x,1,x,x,0,0,0,5,68,28,5,"6,896",3,262
35,1,26,28,Pelham,203,1,x,x,18,512,207,25,"1,405,468","130,572",25,"1,405,918","130,614",19,"1,009,167","93,755",5,x,x,3,x,x,1,x,x,11,208,84,6,"16,750",3,"4,709"
35,1,26,32,Welland,23,0,0,0,2,x,x,3,"70,000","6,503",3,x,x,3,"70,000","6,503",0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0
35,1,26,37,Thorold,49,0,0,0,3,16,6,6,"451,470","41,943",6,"451,470","41,943",6,x,x,0,0,0,1,x,x,0,0,0,3,23,9,2,x,2,x
35,1,26,43,Niagara Falls,79,0,0,0,6,100,40,7,"187,720","17,440",7,"232,800","21,628",6,x,x,0,0,0,1,x,x,0,0,0,1,x,x,4,"17,500",1,x
35,1,26,47,Niagara-on-the-Lake,380,0,0,0,17,703,284,46,"4,524,058","420,299",46,"4,535,558","421,367",40,"4,141,500","384,758",4,x,x,3,x,x,1,x,x,4,22,9,1,x,0,0
35,1,26,53,St. Catharines,103,0,0,0,11,451,183,26,"4,497,084","417,793",26,"4,497,084","417,793",20,x,x,3,x,x,4,x,x,0,0,0,6,33,13,1,x,0,0
35,1,26,57,Lincoln,483,0,0,0,28,331,134,64,"7,902,101","734,129",64,"7,940,199","737,669",56,"7,672,341","712,784",9,"187,600","17,429",6,"42,160","3,917",1,x,x,4,26,11,5,"6,486",1,x
35,1,26,65,Grimsby,118,0,0,0,6,24,10,23,"1,658,680","154,096",23,"1,659,180","154,143",17,"1,387,500","128,903",4,x,x,2,x,x,0,0,0,6,30,12,0,0,0,0
35,1,28,0,Haldimand-Norfolk,"2,415",5,474,192,70,869,352,154,"8,638,793","802,570",154,"8,682,105","806,594",97,"6,403,448","594,900",40,"2,010,426","186,775",32,"224,919","20,896",4,"40,002","3,716",46,434,176,43,"331,464",31,"16,265"
35,1,28,18,Haldimand County,890,2,x,x,17,176,71,51,"2,865,021","266,169",51,"2,866,569","266,313",42,"2,447,629","227,392",9,x,x,3,x,x,0,0,0,21,233,94,15,"15,003",11,"5,976"
35,1,28,52,Norfolk County,"1,525",3,x,x,53,693,280,103,"5,773,772","536,401",103,"5,815,536","540,281",55,"3,955,819","367,508",31,x,x,29,x,x,4,"40,002","3,716",25,201,81,28,"316,461",20,"10,289"
35,1,29,0,Brant,818,2,x,x,15,137,55,28,"911,702","84,700",28,"945,997","87,886",23,"805,702","74,852",3,x,x,2,x,x,2,x,x,13,74,30,17,"38,686",10,261
35,1,29,5,Brant,818,2,x,x,15,137,55,28,"911,702","84,700",28,"945,997","87,886",23,"805,702","74,852",3,x,x,2,x,x,2,x,x,13,74,30,17,"38,686",10,261
35,2,30,0,Waterloo,"1,444",4,"2,645","1,070",25,268,108,45,"660,603","61,372",45,"671,217","62,358",37,x,x,21,x,x,3,x,x,1,x,x,10,159,64,173,"719,653",267,"155,121"
35,2,30,4,North Dumfries,117,0,0,0,3,36,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,6,"30,243",4,918
35,2,30,10,Cambridge,31,1,x,x,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,3,"2,530"
35,2,30,13,Kitchener,35,1,x,x,2,x,x,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,2,x,3,"1,485"
35,2,30,20,Wilmot,247,0,0,0,4,4,2,4,x,x,4,"120,700","11,213",3,"119,700","11,120",0,0,0,1,x,x,1,x,x,2,x,x,10,"71,104",7,"3,000"
35,2,30,27,Wellesley,518,0,0,0,2,x,x,15,"20,923","1,944",15,x,x,10,"8,328",774,10,"12,595","1,170",0,0,0,0,0,0,2,x,x,79,"268,527",115,"58,197"
35,2,30,35,Woolwich,496,2,x,x,12,221,89,22,x,x,22,"437,979","40,690",20,"319,439","29,677",10,"55,787","5,183",2,x,x,0,0,0,4,87,35,74,"329,279",135,"88,991"
35,2,31,0,Perth,"2,438",0,0,0,10,64,26,25,"242,391","22,519",25,"243,528","22,624",20,x,x,9,x,x,3,"4,300",399,0,0,0,4,11,4,84,"724,081",66,"20,222"
35,2,31,13,Perth South,394,0,0,0,1,x,x,4,"83,080","7,718",4,"83,080","7,718",4,x,x,1,x,x,0,0,0,0,0,0,2,x,x,12,"174,842",9,"4,675"
35,2,31,25,West Perth,582,0,0,0,3,25,10,4,"23,254","2,160",4,"23,344","2,169",3,x,x,2,x,x,0,0,0,0,0,0,0,0,0,14,"216,183",6,"4,629"
35,2,31,30,Perth East,898,0,0,0,4,17,7,12,"98,757","9,175",12,"98,804","9,179",8,"73,141","6,795",5,x,x,1,x,x,0,0,0,1,x,x,39,"211,390",30,"3,546"
35,2,31,40,North Perth,564,0,0,0,2,x,x,5,"37,300","3,465",5,"38,300","3,558",5,x,x,1,x,x,2,x,x,0,0,0,1,x,x,19,"121,666",21,"7,372"
35,1,32,0,Oxford,"1,990",1,x,x,31,507,205,48,"1,036,025","96,250",48,"1,087,361","101,019",26,"821,979","76,364",12,"163,592","15,198",13,"50,454","4,687",0,0,0,13,141,57,44,"354,105",36,"6,329"
35,1,32,2,Norwich,494,0,0,0,9,79,32,24,"839,855","78,025",24,"843,803","78,392",14,"672,563","62,483",5,"129,152","11,999",6,"38,140","3,543",0,0,0,3,13,5,7,"33,829",2,x
35,1,32,12,South-West Oxford,341,0,0,0,3,x,x,6,"19,744","1,834",6,x,x,3,"4,744",441,3,"15,000","1,394",0,0,0,0,0,0,2,x,x,10,"174,447",4,"2,208"
35,1,32,27,Zorra,532,1,x,x,10,173,70,4,x,x,4,x,x,1,x,x,1,x,x,2,x,x,0,0,0,6,85,34,11,"40,486",17,"2,424"
35,1,32,38,East Zorra-Tavistock,301,0,0,0,3,x,x,3,x,x,3,"63,600","5,909",2,x,x,1,x,x,0,0,0,0,0,0,1,x,x,9,"78,540",5,x
35,1,32,45,Blandford-Blenheim,322,0,0,0,6,69,28,11,"73,224","6,803",11,"119,112","11,066",6,x,x,2,x,x,5,x,x,0,0,0,1,x,x,7,"26,803",8,"1,285"
35,1,34,0,Elgin,"1,489",1,x,x,30,976,395,45,"1,114,522","103,542",45,"1,138,427","105,763",16,"544,800","50,614",25,"472,689","43,914",10,"97,033","9,015",1,x,x,18,90,36,67,"768,888",26,"9,602"
35,1,34,5,Bayham,212,0,0,0,7,151,61,9,x,x,9,x,x,2,x,x,5,"34,900","3,242",2,x,x,0,0,0,3,22,9,7,"19,714",4,680
35,1,34,10,Malahide,405,0,0,0,4,x,x,18,"124,894","11,603",18,"144,704","13,443",3,x,x,13,"65,164","6,054",3,x,x,1,x,x,5,24,10,16,"187,573",7,"1,753"
35,1,34,20,Central Elgin,219,1,x,x,9,199,81,8,"248,903","23,124",8,"248,903","23,124",4,"116,900","10,860",1,x,x,3,x,x,0,0,0,7,29,12,8,"136,601",2,x
35,1,34,24,Southwold,229,0,0,0,6,477,193,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0,1,x,x,13,"155,784",6,"4,053"
35,1,34,30,Dutton/Dunwich,185,0,0,0,1,x,x,2,x,x,2,x,x,1,x,x,2,x,x,1,x,x,0,0,0,0,0,0,8,"127,750",5,"2,881"
35,1,34,42,West Elgin,239,0,0,0,3,x,x,6,"202,801","18,841",6,"202,896","18,850",4,x,x,3,x,x,1,x,x,0,0,0,2,x,x,15,"141,466",2,x
35,1,36,0,Chatham-Kent,"2,196",2,x,x,23,336,136,44,"4,019,923","373,463",44,"4,068,430","377,970",18,"182,930","16,995",17,"3,494,183","324,620",13,"342,810","31,848",4,x,x,13,140,57,22,"107,426",9,"12,506"
35,1,36,20,Chatham-Kent,"2,196",2,x,x,23,336,136,44,"4,019,923","373,463",44,"4,068,430","377,970",18,"182,930","16,995",17,"3,494,183","324,620",13,"342,810","31,848",4,x,x,13,140,57,22,"107,426",9,"12,506"
35,1,37,0,Essex,"1,740",3,564,228,39,713,289,209,"58,935,058","5,475,246",209,"59,138,687","5,494,164",59,"5,430,832","504,541",156,"53,052,714","4,928,758",15,"451,512","41,947",5,"583,975","54,253",10,131,53,9,"10,684",5,680
35,1,37,3,Leamington,351,1,x,x,8,65,26,116,"36,582,746","3,398,648",116,"36,765,840","3,415,658",23,"3,856,724","358,301",94,"32,390,822","3,009,206",8,"335,200","31,141",1,x,x,1,x,x,3,x,0,0
35,1,37,13,Kingsville,342,0,0,0,7,98,40,60,"21,672,120","2,013,406",60,"21,683,696","2,014,481",11,x,x,50,"20,201,238","1,876,756",1,x,x,1,x,x,6,41,17,1,x,0,0
35,1,37,16,Essex,264,1,x,x,8,415,168,13,"434,594","40,375",13,"439,694","40,849",8,x,x,5,x,x,3,x,x,0,0,0,1,x,x,2,x,1,x
35,1,37,28,Amherstburg,162,1,x,x,6,x,x,7,x,x,7,x,x,6,"33,460","3,109",3,x,x,0,0,0,1,x,x,1,x,x,0,0,1,x
35,1,37,34,LaSalle,58,0,0,0,4,51,21,3,x,x,3,x,x,3,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,1,x
35,1,37,48,Tecumseh,75,0,0,0,1,x,x,5,"73,000","6,782",5,"73,000","6,782",5,x,x,2,x,x,0,0,0,1,x,x,0,0,0,0,0,1,x
35,1,37,64,Lakeshore,488,0,0,0,5,42,17,5,"113,422","10,537",5,"113,422","10,537",3,"39,222","3,644",1,x,x,3,x,x,1,x,x,1,x,x,3,x,1,x
35,1,38,0,Lambton,"2,281",4,164,66,14,151,61,25,"840,606","78,095",25,"854,251","79,363",18,"268,280","24,924",7,x,x,6,x,x,1,x,x,8,43,17,53,"739,795",21,"25,755"
35,1,38,3,St. Clair,515,1,x,x,2,x,x,3,"10,864","1,009",3,"10,864","1,009",2,x,x,1,x,x,0,0,0,0,0,0,2,x,x,16,"324,519",6,244
35,1,38,7,Dawn-Euphemia,320,0,0,0,1,x,x,3,x,x,3,x,x,0,0,0,2,x,x,2,x,x,0,0,0,1,x,x,5,"28,461",1,x
35,1,38,15,Brooke-Alvinston,247,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"66,434",2,x
35,1,38,16,Enniskillen,336,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,7,"87,141",0,0
35,1,38,30,Sarnia,88,2,x,x,2,x,x,6,"116,300","10,805",6,"117,800","10,944",5,x,x,2,x,x,2,x,x,0,0,0,0,0,0,1,x,1,x
35,1,38,35,Plympton-Wyoming,295,0,0,0,3,7,3,3,x,x,3,"144,100","13,387",3,"22,500","2,090",0,0,0,1,x,x,0,0,0,3,5,2,5,x,3,440
35,1,38,40,Lambton Shores,234,0,0,0,1,x,x,8,"175,780","16,330",8,"176,420","16,390",7,x,x,0,0,0,1,x,x,1,x,x,2,x,x,8,"77,280",4,"3,850"
35,1,38,43,Warwick,246,0,0,0,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,6,"102,653",4,"20,875"
35,1,39,0,Middlesex,"2,525",5,918,372,53,422,171,49,"1,427,188","132,590",49,"1,438,688","133,658",36,"957,932","88,995",12,"387,140","35,966",8,"82,116","7,629",4,"26,111","2,426",22,253,102,59,"499,248",40,"46,357"
35,1,39,5,Southwest Middlesex,327,1,x,x,6,38,15,4,x,x,4,x,x,2,x,x,2,x,x,1,x,x,0,0,0,4,36,15,8,"137,904",0,0
35,1,39,15,Strathroy-Caradoc,272,1,x,x,16,140,57,13,"651,249","60,503",13,"651,249","60,503",6,"237,670","22,080",4,x,x,5,x,x,1,x,x,3,17,7,10,"100,146",2,x
35,1,39,27,Thames Centre,418,1,x,x,4,36,15,8,"273,440","25,403",8,"278,440","25,868",8,x,x,1,x,x,0,0,0,1,x,x,3,49,20,10,"71,485",5,"1,690"
35,1,39,33,Middlesex Centre,522,2,x,x,10,68,28,10,"114,819","10,667",10,"116,319","10,806",8,x,x,2,x,x,1,x,x,0,0,0,7,114,46,13,"70,146",14,"28,206"
35,1,39,36,London,160,0,0,0,10,95,38,7,"266,680","24,775",7,"271,680","25,240",6,x,x,1,x,x,1,x,x,0,0,0,3,x,x,5,"18,055",5,"4,700"
35,1,39,41,North Middlesex,413,0,0,0,3,x,x,3,"34,200","3,177",3,"34,200","3,177",3,x,x,1,x,x,0,0,0,1,x,x,1,x,x,3,x,8,"9,538"
35,1,39,47,Adelaide Metcalfe,267,0,0,0,4,x,x,3,"48,400","4,497",3,"48,400","4,497",2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,6,"72,300",3,x
35,1,39,60,Lucan Biddulph,146,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,4,x,3,"1,530"
35,2,40,0,Huron,"2,738",1,x,x,19,311,126,34,x,x,34,"2,630,148","244,349",24,x,x,16,x,x,3,x,x,1,x,x,4,16,6,141,"1,078,818",128,"91,752"
35,2,40,5,South Huron,307,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,4,x,5,"3,540"
35,2,40,10,Bluewater,272,1,x,x,3,21,8,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,8,"100,600",5,"3,590"
35,2,40,25,Central Huron,395,0,0,0,6,146,59,6,x,x,6,"109,728","10,194",5,"91,220","8,475",3,x,x,1,x,x,1,x,x,0,0,0,12,"105,304",8,"4,348"
35,2,40,40,Huron East,554,0,0,0,4,x,x,6,x,x,6,"87,650","8,143",6,"55,350","5,142",1,x,x,0,0,0,0,0,0,0,0,0,17,"99,793",6,x
35,2,40,46,Howick,323,0,0,0,1,x,x,4,x,x,4,x,x,2,x,x,4,"10,500",975,0,0,0,0,0,0,0,0,0,46,"393,851",60,"37,575"
